"";"Banque";"Indicateur";"Terme";"Num_Terme";"Annee";"Rubrique";"Information";"Montant"
"2696";"ATB";"Activite";"Trimestre";1;2020;"CH1";"Arrete_Reference";77631
"2697";"ATB";"Activite";"Trimestre";1;2020;"CH1";"Annee_Reference";321554
"2698";"ATB";"Activite";"Trimestre";1;2020;"CH2";"Trimestre_Actuel";2748
"2699";"ATB";"Activite";"Trimestre";1;2020;"CH2";"Trimestre_Reference";2765
"2700";"ATB";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Actuel";2748
"2701";"ATB";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Reference";2765
"2702";"ATB";"Activite";"Trimestre";1;2020;"CH2";"Annee_Reference";13390
"2703";"ATB";"Activite";"Trimestre";1;2020;"PNB";"Trimestre_Actuel";68370
"2704";"ATB";"Activite";"Trimestre";1;2020;"PNB";"Trimestre_Reference";56081
"2705";"ATB";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Actuel";68370
"2706";"ATB";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Reference";56081
"2707";"ATB";"Activite";"Trimestre";1;2020;"PNB";"Annee_Reference";239420
"2708";"ATB";"Activite";"Trimestre";1;2020;"PR7";"Trimestre_Actuel";30
"2709";"ATB";"Activite";"Trimestre";1;2020;"PR7";"Trimestre_Reference";30
"2710";"ATB";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Actuel";30
"2711";"ATB";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Reference";30
"2712";"ATB";"Activite";"Trimestre";1;2020;"PR7";"Annee_Reference";116
"2713";"ATB";"Activite";"Trimestre";1;2020;"CH6_7";"Trimestre_Actuel";45212
"2714";"ATB";"Activite";"Trimestre";1;2020;"CH6_7";"Trimestre_Reference";40975
"2715";"ATB";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Actuel";45212
"2716";"ATB";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Reference";40975
"2717";"ATB";"Activite";"Trimestre";1;2020;"CH6_7";"Annee_Reference";177214
"2718";"ATB";"Activite";"Trimestre";1;2020;"CH6";"Trimestre_Actuel";25396
"2719";"ATB";"Activite";"Trimestre";1;2020;"CH6";"Trimestre_Reference";23966
"2720";"ATB";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Actuel";25396
"2721";"ATB";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Reference";23966
"2722";"ATB";"Activite";"Trimestre";1;2020;"CH6";"Annee_Reference";101230
"2723";"ATB";"Activite";"Trimestre";1;2020;"CH7";"Trimestre_Actuel";16114
"2724";"ATB";"Activite";"Trimestre";1;2020;"CH7";"Trimestre_Reference";13314
"2725";"ATB";"Activite";"Trimestre";1;2020;"CH7";"Arrete_Actuel";16114
"2726";"ATB";"Activite";"Trimestre";1;2020;"CH7";"Arrete_Reference";13314
"2727";"ATB";"Activite";"Trimestre";1;2020;"CH7";"Annee_Reference";59926
"2728";"ATB";"Activite";"Trimestre";1;2020;"AC4_5";"Trimestre_Actuel";NA
"2729";"ATB";"Activite";"Trimestre";1;2020;"AC4_5";"Trimestre_Reference";NA
"2730";"ATB";"Activite";"Trimestre";1;2020;"AC4_5";"Arrete_Actuel";1383137
"2731";"ATB";"Activite";"Trimestre";1;2020;"AC4_5";"Arrete_Reference";1352837
"2732";"ATB";"Activite";"Trimestre";1;2020;"AC4_5";"Annee_Reference";1376725
"2733";"ATB";"Activite";"Trimestre";1;2020;"AC4";"Trimestre_Actuel";NA
"2734";"ATB";"Activite";"Trimestre";1;2020;"AC4";"Trimestre_Reference";NA
"2735";"ATB";"Activite";"Trimestre";1;2020;"AC4";"Arrete_Actuel";NA
"2736";"ATB";"Activite";"Trimestre";1;2020;"AC4";"Arrete_Reference";NA
"2737";"ATB";"Activite";"Trimestre";1;2020;"AC4";"Annee_Reference";NA
"2738";"ATB";"Activite";"Trimestre";1;2020;"AC5";"Trimestre_Actuel";NA
"2739";"ATB";"Activite";"Trimestre";1;2020;"AC5";"Trimestre_Reference";NA
"2740";"ATB";"Activite";"Trimestre";1;2020;"AC5";"Arrete_Actuel";1383137
"2741";"ATB";"Activite";"Trimestre";1;2020;"AC5";"Arrete_Reference";1352837
"2742";"ATB";"Activite";"Trimestre";1;2020;"AC5";"Annee_Reference";1376725
"2743";"ATB";"Activite";"Trimestre";1;2020;"AC3";"Trimestre_Actuel";NA
"2744";"ATB";"Activite";"Trimestre";1;2020;"AC3";"Trimestre_Reference";NA
"2745";"ATB";"Activite";"Trimestre";1;2020;"AC3";"Arrete_Actuel";5286383
"2746";"ATB";"Activite";"Trimestre";1;2020;"AC3";"Arrete_Reference";4036355
"2747";"ATB";"Activite";"Trimestre";1;2020;"AC3";"Annee_Reference";4822505
"2748";"ATB";"Activite";"Trimestre";1;2020;"PA3";"Trimestre_Actuel";NA
"2749";"ATB";"Activite";"Trimestre";1;2020;"PA3";"Trimestre_Reference";NA
"2750";"ATB";"Activite";"Trimestre";1;2020;"PA3";"Arrete_Actuel";5467311
"2751";"ATB";"Activite";"Trimestre";1;2020;"PA3";"Arrete_Reference";4744264
"2752";"ATB";"Activite";"Trimestre";1;2020;"PA3";"Annee_Reference";5242761
"2753";"ATB";"Activite";"Trimestre";1;2020;"DAV";"Trimestre_Actuel";NA
"2754";"ATB";"Activite";"Trimestre";1;2020;"DAV";"Trimestre_Reference";NA
"2755";"ATB";"Activite";"Trimestre";1;2020;"DAV";"Arrete_Actuel";1694098
"2756";"ATB";"Activite";"Trimestre";1;2020;"DAV";"Arrete_Reference";1503455
"2757";"ATB";"Activite";"Trimestre";1;2020;"DAV";"Annee_Reference";1663766
"2758";"ATB";"Activite";"Trimestre";1;2020;"Epargne";"Trimestre_Actuel";NA
"2759";"ATB";"Activite";"Trimestre";1;2020;"Epargne";"Trimestre_Reference";NA
"2760";"ATB";"Activite";"Trimestre";1;2020;"Epargne";"Arrete_Actuel";1173009
"2761";"ATB";"Activite";"Trimestre";1;2020;"Epargne";"Arrete_Reference";1088872
"2762";"ATB";"Activite";"Trimestre";1;2020;"Epargne";"Annee_Reference";1157989
"2763";"ATB";"Activite";"Trimestre";1;2020;"PA4";"Trimestre_Actuel";NA
"2764";"ATB";"Activite";"Trimestre";1;2020;"PA4";"Trimestre_Reference";NA
"2765";"ATB";"Activite";"Trimestre";1;2020;"PA4";"Arrete_Actuel";274300
"2766";"ATB";"Activite";"Trimestre";1;2020;"PA4";"Arrete_Reference";245503
"2767";"ATB";"Activite";"Trimestre";1;2020;"PA4";"Annee_Reference";293122
"2768";"ATB";"Activite";"Trimestre";1;2020;"CAP";"Trimestre_Actuel";NA
"2769";"ATB";"Activite";"Trimestre";1;2020;"CAP";"Trimestre_Reference";NA
"2770";"ATB";"Activite";"Trimestre";1;2020;"CAP";"Arrete_Actuel";557162
"2771";"ATB";"Activite";"Trimestre";1;2020;"CAP";"Arrete_Reference";554065
"2772";"ATB";"Activite";"Trimestre";1;2020;"CAP";"Annee_Reference";545754
"2773";"Attijari";"Activite";"Trimestre";1;2020;"PEB";"Arrete_Actuel";215691
"2774";"Attijari";"Activite";"Trimestre";1;2020;"PEB";"Arrete_Reference";189815
"2775";"Attijari";"Activite";"Trimestre";1;2020;"PEB";"Annee_Reference";828574
"2776";"Attijari";"Activite";"Trimestre";1;2020;"PR1";"Arrete_Actuel";154783
"2777";"Attijari";"Activite";"Trimestre";1;2020;"PR1";"Arrete_Reference";132549
"2778";"Attijari";"Activite";"Trimestre";1;2020;"PR1";"Annee_Reference";585267
"2779";"Attijari";"Activite";"Trimestre";1;2020;"PR2";"Arrete_Actuel";28846
"2780";"Attijari";"Activite";"Trimestre";1;2020;"PR2";"Arrete_Reference";28808
"2781";"Attijari";"Activite";"Trimestre";1;2020;"PR2";"Annee_Reference";121598
"2782";"Attijari";"Activite";"Trimestre";1;2020;"PR3_4";"Arrete_Actuel";32062
"2783";"Attijari";"Activite";"Trimestre";1;2020;"PR3_4";"Arrete_Reference";28458
"2784";"Attijari";"Activite";"Trimestre";1;2020;"PR3_4";"Annee_Reference";121709
"2785";"Attijari";"Activite";"Trimestre";1;2020;"CEB";"Arrete_Actuel";89516
"2786";"Attijari";"Activite";"Trimestre";1;2020;"CEB";"Arrete_Reference";80498
"2787";"Attijari";"Activite";"Trimestre";1;2020;"CEB";"Annee_Reference";344363
"2788";"Attijari";"Activite";"Trimestre";1;2020;"CH1";"Arrete_Actuel";86797
"2789";"Attijari";"Activite";"Trimestre";1;2020;"CH1";"Arrete_Reference";78178
"2790";"Attijari";"Activite";"Trimestre";1;2020;"CH1";"Annee_Reference";333572
"2791";"Attijari";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Actuel";2719
"2792";"Attijari";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Reference";2320
"2793";"Attijari";"Activite";"Trimestre";1;2020;"CH2";"Annee_Reference";10791
"2794";"Attijari";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Actuel";126175
"2795";"Attijari";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Reference";109317
"2796";"Attijari";"Activite";"Trimestre";1;2020;"PNB";"Annee_Reference";484211
"2797";"Attijari";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Actuel";2820
"2798";"Attijari";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Reference";2696
"2799";"Attijari";"Activite";"Trimestre";1;2020;"PR7";"Annee_Reference";9840
"2800";"Attijari";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Actuel";57105
"2801";"Attijari";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Reference";52644
"2802";"Attijari";"Activite";"Trimestre";1;2020;"CH6_7";"Annee_Reference";208433
"2803";"Attijari";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Actuel";37886
"2804";"Attijari";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Reference";34679
"2805";"Attijari";"Activite";"Trimestre";1;2020;"CH6";"Annee_Reference";140695
"2806";"Attijari";"Activite";"Trimestre";1;2020;"CH7";"Arrete_Actuel";19219
"2807";"Attijari";"Activite";"Trimestre";1;2020;"CH7";"Arrete_Reference";17965
"2808";"Attijari";"Activite";"Trimestre";1;2020;"CH7";"Annee_Reference";67738
"2809";"Attijari";"Activite";"Trimestre";1;2020;"AC4_5";"Arrete_Actuel";1174619
"2810";"Attijari";"Activite";"Trimestre";1;2020;"AC4_5";"Arrete_Reference";1025343
"2811";"Attijari";"Activite";"Trimestre";1;2020;"AC4_5";"Annee_Reference";1111565
"2812";"Attijari";"Activite";"Trimestre";1;2020;"AC4";"Arrete_Actuel";178760
"2813";"Attijari";"Activite";"Trimestre";1;2020;"AC4";"Arrete_Reference";139391
"2814";"Attijari";"Activite";"Trimestre";1;2020;"AC4";"Annee_Reference";143589
"2815";"Attijari";"Activite";"Trimestre";1;2020;"AC5";"Arrete_Actuel";995859
"2816";"Attijari";"Activite";"Trimestre";1;2020;"AC5";"Arrete_Reference";885952
"2817";"Attijari";"Activite";"Trimestre";1;2020;"AC5";"Annee_Reference";967976
"2818";"Attijari";"Activite";"Trimestre";1;2020;"AC3";"Arrete_Actuel";5815618
"2819";"Attijari";"Activite";"Trimestre";1;2020;"AC3";"Arrete_Reference";5522161
"2820";"Attijari";"Activite";"Trimestre";1;2020;"AC3";"Annee_Reference";5714669
"2821";"Attijari";"Activite";"Trimestre";1;2020;"PA3";"Arrete_Actuel";7369438
"2822";"Attijari";"Activite";"Trimestre";1;2020;"PA3";"Arrete_Reference";7085417
"2823";"Attijari";"Activite";"Trimestre";1;2020;"PA3";"Annee_Reference";7160673
"2824";"Attijari";"Activite";"Trimestre";1;2020;"DAV";"Arrete_Actuel";3408110
"2825";"Attijari";"Activite";"Trimestre";1;2020;"DAV";"Arrete_Reference";3400188
"2826";"Attijari";"Activite";"Trimestre";1;2020;"DAV";"Annee_Reference";3228067
"2827";"Attijari";"Activite";"Trimestre";1;2020;"Epargne";"Arrete_Actuel";2372932
"2828";"Attijari";"Activite";"Trimestre";1;2020;"Epargne";"Arrete_Reference";2322322
"2829";"Attijari";"Activite";"Trimestre";1;2020;"Epargne";"Annee_Reference";2335375
"2830";"Attijari";"Activite";"Trimestre";1;2020;"PA4";"Arrete_Actuel";182170
"2831";"Attijari";"Activite";"Trimestre";1;2020;"PA4";"Arrete_Reference";221937
"2832";"Attijari";"Activite";"Trimestre";1;2020;"PA4";"Annee_Reference";179477
"2833";"Attijari";"Activite";"Trimestre";1;2020;"CAP";"Arrete_Actuel";546115
"2834";"Attijari";"Activite";"Trimestre";1;2020;"CAP";"Arrete_Reference";490650
"2835";"Attijari";"Activite";"Trimestre";1;2020;"CAP";"Annee_Reference";546074
"2836";"BH";"Activite";"Trimestre";1;2020;"PEB";"Trimestre_Actuel";285923,326
"2837";"BH";"Activite";"Trimestre";1;2020;"PEB";"Trimestre_Reference";273463,688
"2838";"BH";"Activite";"Trimestre";1;2020;"PEB";"Arrete_Actuel";285923,326
"2839";"BH";"Activite";"Trimestre";1;2020;"PEB";"Arrete_Reference";273463,688
"2840";"BH";"Activite";"Trimestre";1;2020;"PEB";"Annee_Reference";1160809,684
"2841";"BH";"Activite";"Trimestre";1;2020;"PR1";"Trimestre_Actuel";228922,595
"2842";"BH";"Activite";"Trimestre";1;2020;"PR1";"Trimestre_Reference";212960,018
"2843";"BH";"Activite";"Trimestre";1;2020;"PR1";"Arrete_Actuel";228922,595
"2844";"BH";"Activite";"Trimestre";1;2020;"PR1";"Arrete_Reference";212960,018
"2845";"BH";"Activite";"Trimestre";1;2020;"PR1";"Annee_Reference";930649,087
"2846";"BH";"Activite";"Trimestre";1;2020;"PR2";"Trimestre_Actuel";28245,423
"2847";"BH";"Activite";"Trimestre";1;2020;"PR2";"Trimestre_Reference";25958,322
"2848";"BH";"Activite";"Trimestre";1;2020;"PR2";"Arrete_Actuel";28245,423
"2849";"BH";"Activite";"Trimestre";1;2020;"PR2";"Arrete_Reference";25958,322
"2850";"BH";"Activite";"Trimestre";1;2020;"PR2";"Annee_Reference";108992,342
"2851";"BH";"Activite";"Trimestre";1;2020;"PR3_4";"Trimestre_Actuel";28755,308
"2852";"BH";"Activite";"Trimestre";1;2020;"PR3_4";"Trimestre_Reference";34545,348
"2853";"BH";"Activite";"Trimestre";1;2020;"PR3_4";"Arrete_Actuel";28755,308
"2854";"BH";"Activite";"Trimestre";1;2020;"PR3_4";"Arrete_Reference";34545,348
"2855";"BH";"Activite";"Trimestre";1;2020;"PR3_4";"Annee_Reference";121168,256
"2856";"BH";"Activite";"Trimestre";1;2020;"CEB";"Trimestre_Actuel";168934,249
"2857";"BH";"Activite";"Trimestre";1;2020;"CEB";"Trimestre_Reference";161823,875
"2858";"BH";"Activite";"Trimestre";1;2020;"CEB";"Arrete_Actuel";168934,249
"2859";"BH";"Activite";"Trimestre";1;2020;"CEB";"Arrete_Reference";161823,875
"2860";"BH";"Activite";"Trimestre";1;2020;"CEB";"Annee_Reference";667881,023
"2861";"BH";"Activite";"Trimestre";1;2020;"CH1";"Trimestre_Actuel";166652,644
"2862";"BH";"Activite";"Trimestre";1;2020;"CH1";"Trimestre_Reference";159874,281
"2863";"BH";"Activite";"Trimestre";1;2020;"CH1";"Arrete_Actuel";166652,644
"2864";"BH";"Activite";"Trimestre";1;2020;"CH1";"Arrete_Reference";159874,281
"2865";"BH";"Activite";"Trimestre";1;2020;"CH1";"Annee_Reference";657848,209
"2866";"BH";"Activite";"Trimestre";1;2020;"CH2";"Trimestre_Actuel";2281,605
"2867";"BH";"Activite";"Trimestre";1;2020;"CH2";"Trimestre_Reference";1949,594
"2868";"BH";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Actuel";2281,605
"2869";"BH";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Reference";1949,594
"2870";"BH";"Activite";"Trimestre";1;2020;"CH2";"Annee_Reference";10032,814
"2871";"BH";"Activite";"Trimestre";1;2020;"PNB";"Trimestre_Actuel";116989,077
"2872";"BH";"Activite";"Trimestre";1;2020;"PNB";"Trimestre_Reference";111639,813
"2873";"BH";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Actuel";116989,077
"2874";"BH";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Reference";111639,813
"2875";"BH";"Activite";"Trimestre";1;2020;"PNB";"Annee_Reference";492928,661
"2876";"BH";"Activite";"Trimestre";1;2020;"PR7";"Trimestre_Actuel";1596,007
"2877";"BH";"Activite";"Trimestre";1;2020;"PR7";"Trimestre_Reference";2480,597
"2878";"BH";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Actuel";1596,007
"2879";"BH";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Reference";2480,597
"2880";"BH";"Activite";"Trimestre";1;2020;"PR7";"Annee_Reference";12542,058
"2881";"BH";"Activite";"Trimestre";1;2020;"CH6_7";"Trimestre_Actuel";48519,7
"2882";"BH";"Activite";"Trimestre";1;2020;"CH6_7";"Trimestre_Reference";46359,665
"2883";"BH";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Actuel";48519,7
"2884";"BH";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Reference";46359,665
"2885";"BH";"Activite";"Trimestre";1;2020;"CH6_7";"Annee_Reference";193095,749
"2886";"BH";"Activite";"Trimestre";1;2020;"CH6";"Trimestre_Actuel";32087,919
"2887";"BH";"Activite";"Trimestre";1;2020;"CH6";"Trimestre_Reference";31217,089
"2888";"BH";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Actuel";32087,919
"2889";"BH";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Reference";31217,089
"2890";"BH";"Activite";"Trimestre";1;2020;"CH6";"Annee_Reference";133807,381
"2891";"BH";"Activite";"Trimestre";1;2020;"CH7";"Trimestre_Actuel";16431,781
"2892";"BH";"Activite";"Trimestre";1;2020;"CH7";"Trimestre_Reference";15142,576
"2893";"BH";"Activite";"Trimestre";1;2020;"CH7";"Arrete_Actuel";16431,781
"2894";"BH";"Activite";"Trimestre";1;2020;"CH7";"Arrete_Reference";15142,576
"2895";"BH";"Activite";"Trimestre";1;2020;"CH7";"Annee_Reference";59288,368
"2896";"BH";"Activite";"Trimestre";1;2020;"AC4_5";"Trimestre_Actuel";NA
"2897";"BH";"Activite";"Trimestre";1;2020;"AC4_5";"Trimestre_Reference";NA
"2898";"BH";"Activite";"Trimestre";1;2020;"AC4_5";"Arrete_Actuel";1621293,982
"2899";"BH";"Activite";"Trimestre";1;2020;"AC4_5";"Arrete_Reference";1600655,456
"2900";"BH";"Activite";"Trimestre";1;2020;"AC4_5";"Annee_Reference";1627011,777
"2901";"BH";"Activite";"Trimestre";1;2020;"AC4";"Trimestre_Actuel";NA
"2902";"BH";"Activite";"Trimestre";1;2020;"AC4";"Trimestre_Reference";NA
"2903";"BH";"Activite";"Trimestre";1;2020;"AC4";"Arrete_Actuel";102691,144
"2904";"BH";"Activite";"Trimestre";1;2020;"AC4";"Arrete_Reference";287784,658
"2905";"BH";"Activite";"Trimestre";1;2020;"AC4";"Annee_Reference";101487,257
"2906";"BH";"Activite";"Trimestre";1;2020;"AC5";"Trimestre_Actuel";NA
"2907";"BH";"Activite";"Trimestre";1;2020;"AC5";"Trimestre_Reference";NA
"2908";"BH";"Activite";"Trimestre";1;2020;"AC5";"Arrete_Actuel";1518602,838
"2909";"BH";"Activite";"Trimestre";1;2020;"AC5";"Arrete_Reference";1312870,798
"2910";"BH";"Activite";"Trimestre";1;2020;"AC5";"Annee_Reference";1525524,52
"2911";"BH";"Activite";"Trimestre";1;2020;"AC3";"Trimestre_Actuel";NA
"2912";"BH";"Activite";"Trimestre";1;2020;"AC3";"Trimestre_Reference";NA
"2913";"BH";"Activite";"Trimestre";1;2020;"AC3";"Arrete_Actuel";9844407,19
"2914";"BH";"Activite";"Trimestre";1;2020;"AC3";"Arrete_Reference";9197083,186
"2915";"BH";"Activite";"Trimestre";1;2020;"AC3";"Annee_Reference";9647335,031
"2916";"BH";"Activite";"Trimestre";1;2020;"PA3";"Trimestre_Actuel";NA
"2917";"BH";"Activite";"Trimestre";1;2020;"PA3";"Trimestre_Reference";NA
"2918";"BH";"Activite";"Trimestre";1;2020;"PA3";"Arrete_Actuel";7383451,011
"2919";"BH";"Activite";"Trimestre";1;2020;"PA3";"Arrete_Reference";6940077,674
"2920";"BH";"Activite";"Trimestre";1;2020;"PA3";"Annee_Reference";6879308,713
"2921";"BH";"Activite";"Trimestre";1;2020;"DAV";"Trimestre_Actuel";NA
"2922";"BH";"Activite";"Trimestre";1;2020;"DAV";"Trimestre_Reference";NA
"2923";"BH";"Activite";"Trimestre";1;2020;"DAV";"Arrete_Actuel";2428805,021
"2924";"BH";"Activite";"Trimestre";1;2020;"DAV";"Arrete_Reference";2216809,469
"2925";"BH";"Activite";"Trimestre";1;2020;"DAV";"Annee_Reference";2203560,65
"2926";"BH";"Activite";"Trimestre";1;2020;"Epargne";"Trimestre_Actuel";NA
"2927";"BH";"Activite";"Trimestre";1;2020;"Epargne";"Trimestre_Reference";NA
"2928";"BH";"Activite";"Trimestre";1;2020;"Epargne";"Arrete_Actuel";2178047,042
"2929";"BH";"Activite";"Trimestre";1;2020;"Epargne";"Arrete_Reference";2009947,012
"2930";"BH";"Activite";"Trimestre";1;2020;"Epargne";"Annee_Reference";2148187,325
"2931";"BH";"Activite";"Trimestre";1;2020;"PA4";"Trimestre_Actuel";NA
"2932";"BH";"Activite";"Trimestre";1;2020;"PA4";"Trimestre_Reference";NA
"2933";"BH";"Activite";"Trimestre";1;2020;"PA4";"Arrete_Actuel";1605725,951
"2934";"BH";"Activite";"Trimestre";1;2020;"PA4";"Arrete_Reference";1384629,207
"2935";"BH";"Activite";"Trimestre";1;2020;"PA4";"Annee_Reference";1571884,285
"2936";"BH";"Activite";"Trimestre";1;2020;"CAP";"Trimestre_Actuel";NA
"2937";"BH";"Activite";"Trimestre";1;2020;"CAP";"Trimestre_Reference";NA
"2938";"BH";"Activite";"Trimestre";1;2020;"CAP";"Arrete_Actuel";981257,604
"2939";"BH";"Activite";"Trimestre";1;2020;"CAP";"Arrete_Reference";867499,789
"2940";"BH";"Activite";"Trimestre";1;2020;"CAP";"Annee_Reference";839446,162
"2941";"BIAT";"Activite";"Trimestre";1;2020;"PEB";"Trimestre_Actuel";370744,906766
"2942";"BIAT";"Activite";"Trimestre";1;2020;"PEB";"Trimestre_Reference";364202,455784
"2943";"BIAT";"Activite";"Trimestre";1;2020;"PEB";"Arrete_Actuel";370744,906766
"2944";"BIAT";"Activite";"Trimestre";1;2020;"PEB";"Arrete_Reference";364202,455784
"2945";"BIAT";"Activite";"Trimestre";1;2020;"PEB";"Annee_Reference";1515838,566205
"2946";"BIAT";"Activite";"Trimestre";1;2020;"PR1";"Trimestre_Actuel";254962,847544
"2947";"BIAT";"Activite";"Trimestre";1;2020;"PR1";"Trimestre_Reference";262792,629663
"2948";"BIAT";"Activite";"Trimestre";1;2020;"PR1";"Arrete_Actuel";254962,847544
"2949";"BIAT";"Activite";"Trimestre";1;2020;"PR1";"Arrete_Reference";262792,629663
"2950";"BIAT";"Activite";"Trimestre";1;2020;"PR1";"Annee_Reference";1093784,184243
"2951";"BIAT";"Activite";"Trimestre";1;2020;"PR2";"Trimestre_Actuel";53160,869734
"2952";"BIAT";"Activite";"Trimestre";1;2020;"PR2";"Trimestre_Reference";47097,832789
"2953";"BIAT";"Activite";"Trimestre";1;2020;"PR2";"Arrete_Actuel";53160,869734
"2954";"BIAT";"Activite";"Trimestre";1;2020;"PR2";"Arrete_Reference";47097,832789
"2955";"BIAT";"Activite";"Trimestre";1;2020;"PR2";"Annee_Reference";201639,977776
"2956";"BIAT";"Activite";"Trimestre";1;2020;"PR3_4";"Trimestre_Actuel";62621,189488
"2957";"BIAT";"Activite";"Trimestre";1;2020;"PR3_4";"Trimestre_Reference";54311,993332
"2958";"BIAT";"Activite";"Trimestre";1;2020;"PR3_4";"Arrete_Actuel";62621,189488
"2959";"BIAT";"Activite";"Trimestre";1;2020;"PR3_4";"Arrete_Reference";54311,993332
"2960";"BIAT";"Activite";"Trimestre";1;2020;"PR3_4";"Annee_Reference";220414,404186
"2961";"BIAT";"Activite";"Trimestre";1;2020;"CEB";"Trimestre_Actuel";128763,663205
"2962";"BIAT";"Activite";"Trimestre";1;2020;"CEB";"Trimestre_Reference";138347,46569
"2963";"BIAT";"Activite";"Trimestre";1;2020;"CEB";"Arrete_Actuel";128763,663205
"2964";"BIAT";"Activite";"Trimestre";1;2020;"CEB";"Arrete_Reference";138347,46569
"2965";"BIAT";"Activite";"Trimestre";1;2020;"CEB";"Annee_Reference";558949,766782
"2966";"BIAT";"Activite";"Trimestre";1;2020;"CH1";"Trimestre_Actuel";127790,651378
"2967";"BIAT";"Activite";"Trimestre";1;2020;"CH1";"Trimestre_Reference";137721,431916
"2968";"BIAT";"Activite";"Trimestre";1;2020;"CH1";"Arrete_Actuel";127790,651378
"2969";"BIAT";"Activite";"Trimestre";1;2020;"CH1";"Arrete_Reference";137721,431916
"2970";"BIAT";"Activite";"Trimestre";1;2020;"CH1";"Annee_Reference";555927,657436
"2971";"BIAT";"Activite";"Trimestre";1;2020;"CH2";"Trimestre_Actuel";973,011827
"2972";"BIAT";"Activite";"Trimestre";1;2020;"CH2";"Trimestre_Reference";626,033774
"2973";"BIAT";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Actuel";973,011827
"2974";"BIAT";"Activite";"Trimestre";1;2020;"CH2";"Arrete_Reference";626,033774
"2975";"BIAT";"Activite";"Trimestre";1;2020;"CH2";"Annee_Reference";3022,109346
"2976";"BIAT";"Activite";"Trimestre";1;2020;"PNB";"Trimestre_Actuel";241981,243561
"2977";"BIAT";"Activite";"Trimestre";1;2020;"PNB";"Trimestre_Reference";225854,990094
"2978";"BIAT";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Actuel";241981,243561
"2979";"BIAT";"Activite";"Trimestre";1;2020;"PNB";"Arrete_Reference";225854,990094
"2980";"BIAT";"Activite";"Trimestre";1;2020;"PNB";"Annee_Reference";956888,799423
"2981";"BIAT";"Activite";"Trimestre";1;2020;"PR7";"Trimestre_Actuel";2735,469861
"2982";"BIAT";"Activite";"Trimestre";1;2020;"PR7";"Trimestre_Reference";2683,2626
"2983";"BIAT";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Actuel";2735,469861
"2984";"BIAT";"Activite";"Trimestre";1;2020;"PR7";"Arrete_Reference";2683,2626
"2985";"BIAT";"Activite";"Trimestre";1;2020;"PR7";"Annee_Reference";11567,343878
"2986";"BIAT";"Activite";"Trimestre";1;2020;"CH6_7";"Trimestre_Actuel";103646,636572
"2987";"BIAT";"Activite";"Trimestre";1;2020;"CH6_7";"Trimestre_Reference";91479,539371
"2988";"BIAT";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Actuel";103646,636572
"2989";"BIAT";"Activite";"Trimestre";1;2020;"CH6_7";"Arrete_Reference";91479,539371
"2990";"BIAT";"Activite";"Trimestre";1;2020;"CH6_7";"Annee_Reference";399393,500374
"2991";"BIAT";"Activite";"Trimestre";1;2020;"CH6";"Trimestre_Actuel";56639,030604
"2992";"BIAT";"Activite";"Trimestre";1;2020;"CH6";"Trimestre_Reference";52367,183754
"2993";"BIAT";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Actuel";56639,030604
"2994";"BIAT";"Activite";"Trimestre";1;2020;"CH6";"Arrete_Reference";52367,183754
"2995";"BIAT";"Activite";"Trimestre";1;2020;"CH6";"Annee_Reference";212056,761816
"2996";"BIAT";"Activite";"Trimestre";1;2020;"CH7";"Trimestre_Actuel";39399,835764
"2997";"BIAT";"Activite";"Trimestre";1;2020;"CH7";"Trimestre_Reference";31693,303493
