"";"Banque";"Indicateur";"Terme";"Num_Terme";"Annee";"Rubrique";"Information";"Montant"
"5595";"Attijari";"Activite";"Trimestre";1;2019;"PA3";"Annee_Reference";6760762
"5596";"Attijari";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Actuel";3400188
"5597";"Attijari";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Reference";2998411
"5598";"Attijari";"Activite";"Trimestre";1;2019;"DAV";"Annee_Reference";3123070
"5599";"Attijari";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Actuel";2232322
"5600";"Attijari";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Reference";2099865
"5601";"Attijari";"Activite";"Trimestre";1;2019;"Epargne";"Annee_Reference";2201054
"5602";"Attijari";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Actuel";221937
"5603";"Attijari";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Reference";177346
"5604";"Attijari";"Activite";"Trimestre";1;2019;"PA4";"Annee_Reference";215345
"5605";"Attijari";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Actuel";490650
"5606";"Attijari";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Reference";408428
"5607";"Attijari";"Activite";"Trimestre";1;2019;"CAP";"Annee_Reference";490612
"5608";"BH";"Activite";"Trimestre";1;2019;"PEB";"Trimestre_Actuel";273463,688
"5609";"BH";"Activite";"Trimestre";1;2019;"PEB";"Trimestre_Reference";200975,483
"5610";"BH";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Actuel";273463,688
"5611";"BH";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Reference";200975,483
"5612";"BH";"Activite";"Trimestre";1;2019;"PEB";"Annee_Reference";984084,108
"5613";"BH";"Activite";"Trimestre";1;2019;"PR1";"Trimestre_Actuel";212960,018
"5614";"BH";"Activite";"Trimestre";1;2019;"PR1";"Trimestre_Reference";149256,991
"5615";"BH";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Actuel";212960,018
"5616";"BH";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Reference";149256,991
"5617";"BH";"Activite";"Trimestre";1;2019;"PR1";"Annee_Reference";735715,085
"5618";"BH";"Activite";"Trimestre";1;2019;"PR2";"Trimestre_Actuel";25958,322
"5619";"BH";"Activite";"Trimestre";1;2019;"PR2";"Trimestre_Reference";23579,924
"5620";"BH";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Actuel";25958,322
"5621";"BH";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Reference";23579,924
"5622";"BH";"Activite";"Trimestre";1;2019;"PR2";"Annee_Reference";100083,809
"5623";"BH";"Activite";"Trimestre";1;2019;"PR3_4";"Trimestre_Actuel";34545,348
"5624";"BH";"Activite";"Trimestre";1;2019;"PR3_4";"Trimestre_Reference";28138,568
"5625";"BH";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Actuel";34545,348
"5626";"BH";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Reference";28138,568
"5627";"BH";"Activite";"Trimestre";1;2019;"PR3_4";"Annee_Reference";148285,213
"5628";"BH";"Activite";"Trimestre";1;2019;"CEB";"Trimestre_Actuel";161823,875
"5629";"BH";"Activite";"Trimestre";1;2019;"CEB";"Trimestre_Reference";111050,727
"5630";"BH";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Actuel";161823,875
"5631";"BH";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Reference";111050,727
"5632";"BH";"Activite";"Trimestre";1;2019;"CEB";"Annee_Reference";528339,345
"5633";"BH";"Activite";"Trimestre";1;2019;"CH1";"Trimestre_Actuel";159874,281
"5634";"BH";"Activite";"Trimestre";1;2019;"CH1";"Trimestre_Reference";109417,517
"5635";"BH";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Actuel";159874,281
"5636";"BH";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Reference";109417,517
"5637";"BH";"Activite";"Trimestre";1;2019;"CH1";"Annee_Reference";518905,083
"5638";"BH";"Activite";"Trimestre";1;2019;"CH2";"Trimestre_Actuel";1949,594
"5639";"BH";"Activite";"Trimestre";1;2019;"CH2";"Trimestre_Reference";1633,21
"5640";"BH";"Activite";"Trimestre";1;2019;"CH2";"Arrete_Actuel";1949,594
"5641";"BH";"Activite";"Trimestre";1;2019;"CH2";"Arrete_Reference";1633,21
"5642";"BH";"Activite";"Trimestre";1;2019;"CH2";"Annee_Reference";9434,262
"5643";"BH";"Activite";"Trimestre";1;2019;"PNB";"Trimestre_Actuel";111639,813
"5644";"BH";"Activite";"Trimestre";1;2019;"PNB";"Trimestre_Reference";89924,756
"5645";"BH";"Activite";"Trimestre";1;2019;"PNB";"Arrete_Actuel";111639,813
"5646";"BH";"Activite";"Trimestre";1;2019;"PNB";"Arrete_Reference";89924,756
"5647";"BH";"Activite";"Trimestre";1;2019;"PNB";"Annee_Reference";455744,763
"5648";"BH";"Activite";"Trimestre";1;2019;"PR7";"Trimestre_Actuel";2480,597
"5649";"BH";"Activite";"Trimestre";1;2019;"PR7";"Trimestre_Reference";3363,27
"5650";"BH";"Activite";"Trimestre";1;2019;"PR7";"Arrete_Actuel";2480,597
"5651";"BH";"Activite";"Trimestre";1;2019;"PR7";"Arrete_Reference";3363,27
"5652";"BH";"Activite";"Trimestre";1;2019;"PR7";"Annee_Reference";13395,977
"5653";"BH";"Activite";"Trimestre";1;2019;"CH6_7";"Trimestre_Actuel";49368,141
"5654";"BH";"Activite";"Trimestre";1;2019;"CH6_7";"Trimestre_Reference";44236,682
"5655";"BH";"Activite";"Trimestre";1;2019;"CH6_7";"Arrete_Actuel";49368,141
"5656";"BH";"Activite";"Trimestre";1;2019;"CH6_7";"Arrete_Reference";44236,682
"5657";"BH";"Activite";"Trimestre";1;2019;"CH6_7";"Annee_Reference";188980,665
"5658";"BH";"Activite";"Trimestre";1;2019;"CH6";"Trimestre_Actuel";31217,089
"5659";"BH";"Activite";"Trimestre";1;2019;"CH6";"Trimestre_Reference";29387,951
"5660";"BH";"Activite";"Trimestre";1;2019;"CH6";"Arrete_Actuel";31217,089
"5661";"BH";"Activite";"Trimestre";1;2019;"CH6";"Arrete_Reference";29387,951
"5662";"BH";"Activite";"Trimestre";1;2019;"CH6";"Annee_Reference";125343,942
"5663";"BH";"Activite";"Trimestre";1;2019;"CH7";"Trimestre_Actuel";15142,576
"5664";"BH";"Activite";"Trimestre";1;2019;"CH7";"Trimestre_Reference";11842,185
"5665";"BH";"Activite";"Trimestre";1;2019;"CH7";"Arrete_Actuel";15142,576
"5666";"BH";"Activite";"Trimestre";1;2019;"CH7";"Arrete_Reference";11842,185
"5667";"BH";"Activite";"Trimestre";1;2019;"CH7";"Annee_Reference";51540,168
"5668";"BH";"Activite";"Trimestre";1;2019;"AC4_5";"Trimestre_Actuel";NA
"5669";"BH";"Activite";"Trimestre";1;2019;"AC4_5";"Trimestre_Reference";NA
"5670";"BH";"Activite";"Trimestre";1;2019;"AC4_5";"Arrete_Actuel";1611902,623
"5671";"BH";"Activite";"Trimestre";1;2019;"AC4_5";"Arrete_Reference";1604309,366
"5672";"BH";"Activite";"Trimestre";1;2019;"AC4_5";"Annee_Reference";1589045,491
"5673";"BH";"Activite";"Trimestre";1;2019;"AC4";"Trimestre_Actuel";NA
"5674";"BH";"Activite";"Trimestre";1;2019;"AC4";"Trimestre_Reference";NA
"5675";"BH";"Activite";"Trimestre";1;2019;"AC4";"Arrete_Actuel";304031,825
"5676";"BH";"Activite";"Trimestre";1;2019;"AC4";"Arrete_Reference";347543,216
"5677";"BH";"Activite";"Trimestre";1;2019;"AC4";"Annee_Reference";311870,02
"5678";"BH";"Activite";"Trimestre";1;2019;"AC5";"Trimestre_Actuel";NA
"5679";"BH";"Activite";"Trimestre";1;2019;"AC5";"Trimestre_Reference";NA
"5680";"BH";"Activite";"Trimestre";1;2019;"AC5";"Arrete_Actuel";1307870,798
"5681";"BH";"Activite";"Trimestre";1;2019;"AC5";"Arrete_Reference";1256766,15
"5682";"BH";"Activite";"Trimestre";1;2019;"AC5";"Annee_Reference";1277175,471
"5683";"BH";"Activite";"Trimestre";1;2019;"AC3";"Trimestre_Actuel";NA
"5684";"BH";"Activite";"Trimestre";1;2019;"AC3";"Trimestre_Reference";NA
"5685";"BH";"Activite";"Trimestre";1;2019;"AC3";"Arrete_Actuel";9185836,02
"5686";"BH";"Activite";"Trimestre";1;2019;"AC3";"Arrete_Reference";7995616,308
"5687";"BH";"Activite";"Trimestre";1;2019;"AC3";"Annee_Reference";9118908,852
"5688";"BH";"Activite";"Trimestre";1;2019;"PA3";"Trimestre_Actuel";NA
"5689";"BH";"Activite";"Trimestre";1;2019;"PA3";"Trimestre_Reference";NA
"5690";"BH";"Activite";"Trimestre";1;2019;"PA3";"Arrete_Actuel";6940077,674
"5691";"BH";"Activite";"Trimestre";1;2019;"PA3";"Arrete_Reference";6097657,963
"5692";"BH";"Activite";"Trimestre";1;2019;"PA3";"Annee_Reference";6551376,602
"5693";"BH";"Activite";"Trimestre";1;2019;"DAV";"Trimestre_Actuel";NA
"5694";"BH";"Activite";"Trimestre";1;2019;"DAV";"Trimestre_Reference";NA
"5695";"BH";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Actuel";2216809,469
"5696";"BH";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Reference";2131013,033
"5697";"BH";"Activite";"Trimestre";1;2019;"DAV";"Annee_Reference";2109227,605
"5698";"BH";"Activite";"Trimestre";1;2019;"Epargne";"Trimestre_Actuel";NA
"5699";"BH";"Activite";"Trimestre";1;2019;"Epargne";"Trimestre_Reference";NA
"5700";"BH";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Actuel";2009947,012
"5701";"BH";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Reference";1885006,668
"5702";"BH";"Activite";"Trimestre";1;2019;"Epargne";"Annee_Reference";1993340,702
"5703";"BH";"Activite";"Trimestre";1;2019;"PA4";"Trimestre_Actuel";NA
"5704";"BH";"Activite";"Trimestre";1;2019;"PA4";"Trimestre_Reference";NA
"5705";"BH";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Actuel";1384629,207
"5706";"BH";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Reference";1088283,007
"5707";"BH";"Activite";"Trimestre";1;2019;"PA4";"Annee_Reference";1367661,209
"5708";"BH";"Activite";"Trimestre";1;2019;"CAP";"Trimestre_Actuel";NA
"5709";"BH";"Activite";"Trimestre";1;2019;"CAP";"Trimestre_Reference";NA
"5710";"BH";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Actuel";867499,789
"5711";"BH";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Reference";759128,392
"5712";"BH";"Activite";"Trimestre";1;2019;"CAP";"Annee_Reference";731034,456
"5713";"BIAT";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Actuel";364202,455784
"5714";"BIAT";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Reference";270710,932107
"5715";"BIAT";"Activite";"Trimestre";1;2019;"PEB";"Annee_Reference";1271532,761362
"5716";"BIAT";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Actuel";262792,629663
"5717";"BIAT";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Reference";186758,370358
"5718";"BIAT";"Activite";"Trimestre";1;2019;"PR1";"Annee_Reference";896035,838164
"5719";"BIAT";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Actuel";47097,832789
"5720";"BIAT";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Reference";41461,560023
"5721";"BIAT";"Activite";"Trimestre";1;2019;"PR2";"Annee_Reference";185985,040203
"5722";"BIAT";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Actuel";54311,993332
"5723";"BIAT";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Reference";42491,001726
"5724";"BIAT";"Activite";"Trimestre";1;2019;"PR3_4";"Annee_Reference";189511,882995
"5725";"BIAT";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Actuel";138347,46569
"5726";"BIAT";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Reference";90050,851147
"5727";"BIAT";"Activite";"Trimestre";1;2019;"CEB";"Annee_Reference";437028,265248
"5728";"BIAT";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Actuel";137721,431916
"5729";"BIAT";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Reference";89601,673921
"5730";"BIAT";"Activite";"Trimestre";1;2019;"CH1";"Annee_Reference";434298,283543
"5731";"BIAT";"Activite";"Trimestre";1;2019;"CH2";"Arrete_Actuel";626,033774
"5732";"BIAT";"Activite";"Trimestre";1;2019;"CH2";"Arrete_Reference";449,177226
"5733";"BIAT";"Activite";"Trimestre";1;2019;"CH2";"Annee_Reference";2729,981705
"5734";"BIAT";"Activite";"Trimestre";1;2019;"PNB";"Arrete_Actuel";225854,990094
"5735";"BIAT";"Activite";"Trimestre";1;2019;"PNB";"Arrete_Reference";180660,08096
"5736";"BIAT";"Activite";"Trimestre";1;2019;"PNB";"Annee_Reference";834504,496114
"5737";"BIAT";"Activite";"Trimestre";1;2019;"PR7";"Arrete_Actuel";2683,2626
"5738";"BIAT";"Activite";"Trimestre";1;2019;"PR7";"Arrete_Reference";2699,198349
"5739";"BIAT";"Activite";"Trimestre";1;2019;"PR7";"Annee_Reference";11449,243064
"5740";"BIAT";"Activite";"Trimestre";1;2019;"CH6_7";"Arrete_Actuel";91479,539371
"5741";"BIAT";"Activite";"Trimestre";1;2019;"CH6_7";"Arrete_Reference";86423,20034
"5742";"BIAT";"Activite";"Trimestre";1;2019;"CH6_7";"Annee_Reference";384120,693576
"5743";"BIAT";"Activite";"Trimestre";1;2019;"CH6";"Arrete_Actuel";52367,183754
"5744";"BIAT";"Activite";"Trimestre";1;2019;"CH6";"Arrete_Reference";52549,163731
"5745";"BIAT";"Activite";"Trimestre";1;2019;"CH6";"Annee_Reference";220901,829451
"5746";"BIAT";"Activite";"Trimestre";1;2019;"CH7";"Arrete_Actuel";31693,303493
"5747";"BIAT";"Activite";"Trimestre";1;2019;"CH7";"Arrete_Reference";25915,702856
"5748";"BIAT";"Activite";"Trimestre";1;2019;"CH7";"Annee_Reference";128515,894192
"5749";"BIAT";"Activite";"Trimestre";1;2019;"AC4_5";"Arrete_Actuel";2044163,880385
"5750";"BIAT";"Activite";"Trimestre";1;2019;"AC4_5";"Arrete_Reference";2153621,207828
"5751";"BIAT";"Activite";"Trimestre";1;2019;"AC4_5";"Annee_Reference";2065328,227431
"5752";"BIAT";"Activite";"Trimestre";1;2019;"AC4";"Arrete_Actuel";43609,026171
"5753";"BIAT";"Activite";"Trimestre";1;2019;"AC4";"Arrete_Reference";195805,252941
"5754";"BIAT";"Activite";"Trimestre";1;2019;"AC4";"Annee_Reference";63295,103863
"5755";"BIAT";"Activite";"Trimestre";1;2019;"AC5";"Arrete_Actuel";2000554,854214
"5756";"BIAT";"Activite";"Trimestre";1;2019;"AC5";"Arrete_Reference";1957815,954887
"5757";"BIAT";"Activite";"Trimestre";1;2019;"AC5";"Annee_Reference";2002033,123568
"5758";"BIAT";"Activite";"Trimestre";1;2019;"AC3";"Arrete_Actuel";10576229,298366
"5759";"BIAT";"Activite";"Trimestre";1;2019;"AC3";"Arrete_Reference";9160811,456364
"5760";"BIAT";"Activite";"Trimestre";1;2019;"AC3";"Annee_Reference";10676697,078145
"5761";"BIAT";"Activite";"Trimestre";1;2019;"PA3";"Arrete_Actuel";11435246,204277
"5762";"BIAT";"Activite";"Trimestre";1;2019;"PA3";"Arrete_Reference";10156226,845468
"5763";"BIAT";"Activite";"Trimestre";1;2019;"PA3";"Annee_Reference";11512675,979698
"5764";"BIAT";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Actuel";5857521,85098
"5765";"BIAT";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Reference";4927977,788877
"5766";"BIAT";"Activite";"Trimestre";1;2019;"DAV";"Annee_Reference";5777138,682678
"5767";"BIAT";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Actuel";2692920,147407
"5768";"BIAT";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Reference";2559788,378112
"5769";"BIAT";"Activite";"Trimestre";1;2019;"Epargne";"Annee_Reference";2690349,316446
"5770";"BIAT";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Actuel";272724,993148
"5771";"BIAT";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Reference";253156,881729
"5772";"BIAT";"Activite";"Trimestre";1;2019;"PA4";"Annee_Reference";266818,751902
"5773";"BIAT";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Actuel";1223201,977194
"5774";"BIAT";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Reference";1040270,582312
"5775";"BIAT";"Activite";"Trimestre";1;2019;"CAP";"Annee_Reference";1223108,048769
"5776";"BNA";"Activite";"Trimestre";1;2019;"PEB";"Trimestre_Actuel";301194
"5777";"BNA";"Activite";"Trimestre";1;2019;"PEB";"Trimestre_Reference";227467
"5778";"BNA";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Actuel";301194
"5779";"BNA";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Reference";227467
"5780";"BNA";"Activite";"Trimestre";1;2019;"PEB";"Annee_Reference";1075018
"5781";"BNA";"Activite";"Trimestre";1;2019;"PR1";"Trimestre_Actuel";241802
"5782";"BNA";"Activite";"Trimestre";1;2019;"PR1";"Trimestre_Reference";175794
"5783";"BNA";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Actuel";241802
"5784";"BNA";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Reference";175794
"5785";"BNA";"Activite";"Trimestre";1;2019;"PR1";"Annee_Reference";850802
"5786";"BNA";"Activite";"Trimestre";1;2019;"PR2";"Trimestre_Actuel";27442
"5787";"BNA";"Activite";"Trimestre";1;2019;"PR2";"Trimestre_Reference";23897
"5788";"BNA";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Actuel";27442
"5789";"BNA";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Reference";23897
"5790";"BNA";"Activite";"Trimestre";1;2019;"PR2";"Annee_Reference";110272
"5791";"BNA";"Activite";"Trimestre";1;2019;"PR3_4";"Trimestre_Actuel";31950
"5792";"BNA";"Activite";"Trimestre";1;2019;"PR3_4";"Trimestre_Reference";27776
"5793";"BNA";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Actuel";31950
"5794";"BNA";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Reference";27776
"5795";"BNA";"Activite";"Trimestre";1;2019;"PR3_4";"Annee_Reference";113944
"5796";"BNA";"Activite";"Trimestre";1;2019;"CEB";"Trimestre_Actuel";151564
"5797";"BNA";"Activite";"Trimestre";1;2019;"CEB";"Trimestre_Reference";113389
"5798";"BNA";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Actuel";151564
"5799";"BNA";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Reference";113389
"5800";"BNA";"Activite";"Trimestre";1;2019;"CEB";"Annee_Reference";521265
"5801";"BNA";"Activite";"Trimestre";1;2019;"CH1";"Trimestre_Actuel";150912
"5802";"BNA";"Activite";"Trimestre";1;2019;"CH1";"Trimestre_Reference";112891
"5803";"BNA";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Actuel";150912
"5804";"BNA";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Reference";112891
"5805";"BNA";"Activite";"Trimestre";1;2019;"CH1";"Annee_Reference";518399
"5806";"BNA";"Activite";"Trimestre";1;2019;"CH2";"Trimestre_Actuel";652
"5807";"BNA";"Activite";"Trimestre";1;2019;"CH2";"Trimestre_Reference";498
"5808";"BNA";"Activite";"Trimestre";1;2019;"CH2";"Arrete_Actuel";652
"5809";"BNA";"Activite";"Trimestre";1;2019;"CH2";"Arrete_Reference";498
"5810";"BNA";"Activite";"Trimestre";1;2019;"CH2";"Annee_Reference";2866
"5811";"BNA";"Activite";"Trimestre";1;2019;"PNB";"Trimestre_Actuel";149630
"5812";"BNA";"Activite";"Trimestre";1;2019;"PNB";"Trimestre_Reference";114078
"5813";"BNA";"Activite";"Trimestre";1;2019;"PNB";"Arrete_Actuel";149630
"5814";"BNA";"Activite";"Trimestre";1;2019;"PNB";"Arrete_Reference";114078
"5815";"BNA";"Activite";"Trimestre";1;2019;"PNB";"Annee_Reference";553753
"5816";"BNA";"Activite";"Trimestre";1;2019;"PR7";"Trimestre_Actuel";208
"5817";"BNA";"Activite";"Trimestre";1;2019;"PR7";"Trimestre_Reference";146
"5818";"BNA";"Activite";"Trimestre";1;2019;"PR7";"Arrete_Actuel";208
"5819";"BNA";"Activite";"Trimestre";1;2019;"PR7";"Arrete_Reference";146
"5820";"BNA";"Activite";"Trimestre";1;2019;"PR7";"Annee_Reference";792
"5821";"BNA";"Activite";"Trimestre";1;2019;"CH6_7";"Trimestre_Actuel";66142
"5822";"BNA";"Activite";"Trimestre";1;2019;"CH6_7";"Trimestre_Reference";58266
"5823";"BNA";"Activite";"Trimestre";1;2019;"CH6_7";"Arrete_Actuel";66142
"5824";"BNA";"Activite";"Trimestre";1;2019;"CH6_7";"Arrete_Reference";58266
"5825";"BNA";"Activite";"Trimestre";1;2019;"CH6_7";"Annee_Reference";266038
"5826";"BNA";"Activite";"Trimestre";1;2019;"CH6";"Trimestre_Actuel";47187
"5827";"BNA";"Activite";"Trimestre";1;2019;"CH6";"Trimestre_Reference";43334
"5828";"BNA";"Activite";"Trimestre";1;2019;"CH6";"Arrete_Actuel";47187
"5829";"BNA";"Activite";"Trimestre";1;2019;"CH6";"Arrete_Reference";43334
"5830";"BNA";"Activite";"Trimestre";1;2019;"CH6";"Annee_Reference";196387
"5831";"BNA";"Activite";"Trimestre";1;2019;"CH7";"Trimestre_Actuel";16354
"5832";"BNA";"Activite";"Trimestre";1;2019;"CH7";"Trimestre_Reference";13073
"5833";"BNA";"Activite";"Trimestre";1;2019;"CH7";"Arrete_Actuel";16354
"5834";"BNA";"Activite";"Trimestre";1;2019;"CH7";"Arrete_Reference";13073
"5835";"BNA";"Activite";"Trimestre";1;2019;"CH7";"Annee_Reference";60535
"5836";"BNA";"Activite";"Trimestre";1;2019;"AC4_5";"Trimestre_Actuel";NA
"5837";"BNA";"Activite";"Trimestre";1;2019;"AC4_5";"Trimestre_Reference";NA
"5838";"BNA";"Activite";"Trimestre";1;2019;"AC4_5";"Arrete_Actuel";1562037
"5839";"BNA";"Activite";"Trimestre";1;2019;"AC4_5";"Arrete_Reference";1681022
"5840";"BNA";"Activite";"Trimestre";1;2019;"AC4_5";"Annee_Reference";1542036
"5841";"BNA";"Activite";"Trimestre";1;2019;"AC4";"Trimestre_Actuel";NA
"5842";"BNA";"Activite";"Trimestre";1;2019;"AC4";"Trimestre_Reference";NA
"5843";"BNA";"Activite";"Trimestre";1;2019;"AC4";"Arrete_Actuel";9807
"5844";"BNA";"Activite";"Trimestre";1;2019;"AC4";"Arrete_Reference";159967
"5845";"BNA";"Activite";"Trimestre";1;2019;"AC4";"Annee_Reference";3694
"5846";"BNA";"Activite";"Trimestre";1;2019;"AC5";"Trimestre_Actuel";NA
"5847";"BNA";"Activite";"Trimestre";1;2019;"AC5";"Trimestre_Reference";NA
"5848";"BNA";"Activite";"Trimestre";1;2019;"AC5";"Arrete_Actuel";1552230
"5849";"BNA";"Activite";"Trimestre";1;2019;"AC5";"Arrete_Reference";1521055
"5850";"BNA";"Activite";"Trimestre";1;2019;"AC5";"Annee_Reference";1538342
"5851";"BNA";"Activite";"Trimestre";1;2019;"AC3";"Trimestre_Actuel";NA
"5852";"BNA";"Activite";"Trimestre";1;2019;"AC3";"Trimestre_Reference";NA
"5853";"BNA";"Activite";"Trimestre";1;2019;"AC3";"Arrete_Actuel";9576572
"5854";"BNA";"Activite";"Trimestre";1;2019;"AC3";"Arrete_Reference";8947702
"5855";"BNA";"Activite";"Trimestre";1;2019;"AC3";"Annee_Reference";9259078
"5856";"BNA";"Activite";"Trimestre";1;2019;"PA3";"Trimestre_Actuel";NA
"5857";"BNA";"Activite";"Trimestre";1;2019;"PA3";"Trimestre_Reference";NA
"5858";"BNA";"Activite";"Trimestre";1;2019;"PA3";"Arrete_Actuel";7751143
"5859";"BNA";"Activite";"Trimestre";1;2019;"PA3";"Arrete_Reference";7562327
"5860";"BNA";"Activite";"Trimestre";1;2019;"PA3";"Annee_Reference";7799985
"5861";"BNA";"Activite";"Trimestre";1;2019;"DAV";"Trimestre_Actuel";NA
"5862";"BNA";"Activite";"Trimestre";1;2019;"DAV";"Trimestre_Reference";NA
"5863";"BNA";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Actuel";2179772
"5864";"BNA";"Activite";"Trimestre";1;2019;"DAV";"Arrete_Reference";2138668
"5865";"BNA";"Activite";"Trimestre";1;2019;"DAV";"Annee_Reference";2189348
"5866";"BNA";"Activite";"Trimestre";1;2019;"Epargne";"Trimestre_Actuel";NA
"5867";"BNA";"Activite";"Trimestre";1;2019;"Epargne";"Trimestre_Reference";NA
"5868";"BNA";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Actuel";2675684
"5869";"BNA";"Activite";"Trimestre";1;2019;"Epargne";"Arrete_Reference";2584263
"5870";"BNA";"Activite";"Trimestre";1;2019;"Epargne";"Annee_Reference";2673161
"5871";"BNA";"Activite";"Trimestre";1;2019;"PA4";"Trimestre_Actuel";NA
"5872";"BNA";"Activite";"Trimestre";1;2019;"PA4";"Trimestre_Reference";NA
"5873";"BNA";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Actuel";617798
"5874";"BNA";"Activite";"Trimestre";1;2019;"PA4";"Arrete_Reference";515316
"5875";"BNA";"Activite";"Trimestre";1;2019;"PA4";"Annee_Reference";624767
"5876";"BNA";"Activite";"Trimestre";1;2019;"CAP";"Trimestre_Actuel";NA
"5877";"BNA";"Activite";"Trimestre";1;2019;"CAP";"Trimestre_Reference";NA
"5878";"BNA";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Actuel";1152267
"5879";"BNA";"Activite";"Trimestre";1;2019;"CAP";"Arrete_Reference";976205
"5880";"BNA";"Activite";"Trimestre";1;2019;"CAP";"Annee_Reference";976621
"5881";"BT";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Actuel";150668
"5882";"BT";"Activite";"Trimestre";1;2019;"PEB";"Arrete_Reference";118318
"5883";"BT";"Activite";"Trimestre";1;2019;"PEB";"Annee_Reference";546013
"5884";"BT";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Actuel";105328
"5885";"BT";"Activite";"Trimestre";1;2019;"PR1";"Arrete_Reference";83459
"5886";"BT";"Activite";"Trimestre";1;2019;"PR1";"Annee_Reference";400457
"5887";"BT";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Actuel";13692
"5888";"BT";"Activite";"Trimestre";1;2019;"PR2";"Arrete_Reference";14564
"5889";"BT";"Activite";"Trimestre";1;2019;"PR2";"Annee_Reference";58589
"5890";"BT";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Actuel";31648
"5891";"BT";"Activite";"Trimestre";1;2019;"PR3_4";"Arrete_Reference";20295
"5892";"BT";"Activite";"Trimestre";1;2019;"PR3_4";"Annee_Reference";86967
"5893";"BT";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Actuel";61886
"5894";"BT";"Activite";"Trimestre";1;2019;"CEB";"Arrete_Reference";48158
"5895";"BT";"Activite";"Trimestre";1;2019;"CEB";"Annee_Reference";218436
"5896";"BT";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Actuel";61356
"5897";"BT";"Activite";"Trimestre";1;2019;"CH1";"Arrete_Reference";47761
