Banque;Indicateur;Terme;Num_Terme;Annee;Rubrique;Information;Montant
AB;Bilan;Semestre;2;2007;AC7;Annee_Reference;25136
AB;Bilan;Semestre;2;2007;AC7;Arrete_Actuel;26003
AB;Bilan;Semestre;2;2007;AC7;Arrete_Reference;25136
AB;Bilan;Semestre;2;2007;ACT;Annee_Reference;2410801
AB;Bilan;Semestre;2;2007;ACT;Arrete_Actuel;2765286
AB;Bilan;Semestre;2;2007;ACT;Arrete_Reference;2410801
AB;Bilan;Semestre;2;2007;CAP;Annee_Reference;224492
AB;Bilan;Semestre;2;2007;CAP;Arrete_Actuel;272785
AB;Bilan;Semestre;2;2007;CAP;Arrete_Reference;224492
AB;Bilan;Semestre;2;2007;CP1;Annee_Reference;70000
AB;Bilan;Semestre;2;2007;CP1;Arrete_Actuel;85000
AB;Bilan;Semestre;2;2007;CP1;Arrete_Reference;70000
AB;Bilan;Semestre;2;2007;CP2;Annee_Reference;134203
AB;Bilan;Semestre;2;2007;CP2;Arrete_Actuel;157939
AB;Bilan;Semestre;2;2007;CP2;Arrete_Reference;134203
AB;Bilan;Semestre;2;2007;CP3;Annee_Reference;NA
AB;Bilan;Semestre;2;2007;CP3;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2007;CP3;Arrete_Reference;NA
AB;Bilan;Semestre;2;2007;CP4;Annee_Reference;423
AB;Bilan;Semestre;2;2007;CP4;Arrete_Actuel;423
AB;Bilan;Semestre;2;2007;CP4;Arrete_Reference;423
AB;Bilan;Semestre;2;2007;CP5;Annee_Reference;1
AB;Bilan;Semestre;2;2007;CP5;Arrete_Actuel;2
AB;Bilan;Semestre;2;2007;CP5;Arrete_Reference;1
AB;Bilan;Semestre;2;2007;CP6;Annee_Reference;19865
AB;Bilan;Semestre;2;2007;CP6;Arrete_Actuel;29421
AB;Bilan;Semestre;2;2007;CP6;Arrete_Reference;19865
AB;Bilan;Semestre;2;2007;CP7;Annee_Reference;NA
AB;Bilan;Semestre;2;2007;CP7;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2007;CP7;Arrete_Reference;NA
AB;Bilan;Semestre;2;2007;CPP;Annee_Reference;2410801
AB;Bilan;Semestre;2;2007;CPP;Arrete_Actuel;2765286
AB;Bilan;Semestre;2;2007;CPP;Arrete_Reference;2410801
AB;Bilan;Semestre;2;2007;PA1;Annee_Reference;74000
AB;Bilan;Semestre;2;2007;PA1;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2007;PA1;Arrete_Reference;74000
AB;Bilan;Semestre;2;2007;PA2;Annee_Reference;30586
AB;Bilan;Semestre;2;2007;PA2;Arrete_Actuel;116056
AB;Bilan;Semestre;2;2007;PA2;Arrete_Reference;30586
AB;Bilan;Semestre;2;2007;PA3;Annee_Reference;1860588
AB;Bilan;Semestre;2;2007;PA3;Arrete_Actuel;2072285
AB;Bilan;Semestre;2;2007;PA3;Arrete_Reference;1860588
AB;Bilan;Semestre;2;2007;PA4;Annee_Reference;210441
AB;Bilan;Semestre;2;2007;PA4;Arrete_Actuel;280692
AB;Bilan;Semestre;2;2007;PA4;Arrete_Reference;210441
AB;Bilan;Semestre;2;2007;PA5;Annee_Reference;10694
AB;Bilan;Semestre;2;2007;PA5;Arrete_Actuel;23469
AB;Bilan;Semestre;2;2007;PA5;Arrete_Reference;10694
AB;Bilan;Semestre;2;2007;PAS;Annee_Reference;2186309
AB;Bilan;Semestre;2;2007;PAS;Arrete_Actuel;2492501
AB;Bilan;Semestre;2;2007;PAS;Arrete_Reference;2186309
AB;Bilan;Semestre;2;2008;AC1;Annee_Reference;204928
AB;Bilan;Semestre;2;2008;AC1;Arrete_Actuel;228831
AB;Bilan;Semestre;2;2008;AC1;Arrete_Reference;204928
AB;Bilan;Semestre;2;2008;AC2;Annee_Reference;76923
AB;Bilan;Semestre;2;2008;AC2;Arrete_Actuel;117766
AB;Bilan;Semestre;2;2008;AC2;Arrete_Reference;76923
AB;Bilan;Semestre;2;2008;AC3;Annee_Reference;1985046
AB;Bilan;Semestre;2;2008;AC3;Arrete_Actuel;2344768
AB;Bilan;Semestre;2;2008;AC3;Arrete_Reference;1999046
AB;Bilan;Semestre;2;2008;AC4;Annee_Reference;3291
AB;Bilan;Semestre;2;2008;AC4;Arrete_Actuel;1437
AB;Bilan;Semestre;2;2008;AC4;Arrete_Reference;3291
AB;Bilan;Semestre;2;2008;AC5;Annee_Reference;378757
AB;Bilan;Semestre;2;2008;AC5;Arrete_Actuel;421043
AB;Bilan;Semestre;2;2008;AC5;Arrete_Reference;378757
AB;Bilan;Semestre;2;2008;AC6;Annee_Reference;90338
AB;Bilan;Semestre;2;2008;AC6;Arrete_Actuel;98897
AB;Bilan;Semestre;2;2008;AC6;Arrete_Reference;90338
AB;Bilan;Semestre;2;2008;AC7;Annee_Reference;26003
AB;Bilan;Semestre;2;2008;AC7;Arrete_Actuel;33247
AB;Bilan;Semestre;2;2008;AC7;Arrete_Reference;44017
AB;Bilan;Semestre;2;2008;ACT;Annee_Reference;2765286
AB;Bilan;Semestre;2;2008;ACT;Arrete_Actuel;3245989
AB;Bilan;Semestre;2;2008;ACT;Arrete_Reference;2797300
AB;Bilan;Semestre;2;2008;CAP;Annee_Reference;272785
AB;Bilan;Semestre;2;2008;CAP;Arrete_Actuel;304411
AB;Bilan;Semestre;2;2008;CAP;Arrete_Reference;272785
AB;Bilan;Semestre;2;2008;CP1;Annee_Reference;85000
AB;Bilan;Semestre;2;2008;CP1;Arrete_Actuel;85000
AB;Bilan;Semestre;2;2008;CP1;Arrete_Reference;85000
AB;Bilan;Semestre;2;2008;CP2;Annee_Reference;157939
AB;Bilan;Semestre;2;2008;CP2;Arrete_Actuel;178897
AB;Bilan;Semestre;2;2008;CP2;Arrete_Reference;157939
AB;Bilan;Semestre;2;2008;CP3;Annee_Reference;NA
AB;Bilan;Semestre;2;2008;CP3;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2008;CP3;Arrete_Reference;NA
AB;Bilan;Semestre;2;2008;CP4;Annee_Reference;423
AB;Bilan;Semestre;2;2008;CP4;Arrete_Actuel;423
AB;Bilan;Semestre;2;2008;CP4;Arrete_Reference;423
AB;Bilan;Semestre;2;2008;CP5;Annee_Reference;2
AB;Bilan;Semestre;2;2008;CP5;Arrete_Actuel;1
AB;Bilan;Semestre;2;2008;CP5;Arrete_Reference;2
AB;Bilan;Semestre;2;2008;CP6;Annee_Reference;29421
AB;Bilan;Semestre;2;2008;CP6;Arrete_Actuel;40090
AB;Bilan;Semestre;2;2008;CP6;Arrete_Reference;29421
AB;Bilan;Semestre;2;2008;CP7;Annee_Reference;NA
AB;Bilan;Semestre;2;2008;CP7;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2008;CP7;Arrete_Reference;NA
AB;Bilan;Semestre;2;2008;CPP;Annee_Reference;2765286
AB;Bilan;Semestre;2;2008;CPP;Arrete_Actuel;3245989
AB;Bilan;Semestre;2;2008;CPP;Arrete_Reference;2797300
AB;Bilan;Semestre;2;2008;PA1;Annee_Reference;NA
AB;Bilan;Semestre;2;2008;PA1;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2008;PA1;Arrete_Reference;NA
AB;Bilan;Semestre;2;2008;PA2;Annee_Reference;116056
AB;Bilan;Semestre;2;2008;PA2;Arrete_Actuel;80277
AB;Bilan;Semestre;2;2008;PA2;Arrete_Reference;116056
AB;Bilan;Semestre;2;2008;PA3;Annee_Reference;2072285
AB;Bilan;Semestre;2;2008;PA3;Arrete_Actuel;2440681
AB;Bilan;Semestre;2;2008;PA3;Arrete_Reference;2066204
AB;Bilan;Semestre;2;2008;PA4;Annee_Reference;280692
AB;Bilan;Semestre;2;2008;PA4;Arrete_Actuel;306835
AB;Bilan;Semestre;2;2008;PA4;Arrete_Reference;280692
AB;Bilan;Semestre;2;2008;PA5;Annee_Reference;23468
AB;Bilan;Semestre;2;2008;PA5;Arrete_Actuel;113785
AB;Bilan;Semestre;2;2008;PA5;Arrete_Reference;61563
AB;Bilan;Semestre;2;2008;PAS;Annee_Reference;2492501
AB;Bilan;Semestre;2;2008;PAS;Arrete_Actuel;2941578
AB;Bilan;Semestre;2;2008;PAS;Arrete_Reference;2524515
AB;Bilan;Semestre;2;2009;AC1;Annee_Reference;228831
AB;Bilan;Semestre;2;2009;AC1;Arrete_Actuel;208198
AB;Bilan;Semestre;2;2009;AC1;Arrete_Reference;228831
AB;Bilan;Semestre;2;2009;AC2;Annee_Reference;117766
AB;Bilan;Semestre;2;2009;AC2;Arrete_Actuel;154443
AB;Bilan;Semestre;2;2009;AC2;Arrete_Reference;117766
AB;Bilan;Semestre;2;2009;AC3;Annee_Reference;2344768
AB;Bilan;Semestre;2;2009;AC3;Arrete_Actuel;2951946
AB;Bilan;Semestre;2;2009;AC3;Arrete_Reference;2344768
AB;Bilan;Semestre;2;2009;AC4;Annee_Reference;1437
AB;Bilan;Semestre;2;2009;AC4;Arrete_Actuel;114251
AB;Bilan;Semestre;2;2009;AC4;Arrete_Reference;1437
AB;Bilan;Semestre;2;2009;AC5;Annee_Reference;421043
AB;Bilan;Semestre;2;2009;AC5;Arrete_Actuel;450203
AB;Bilan;Semestre;2;2009;AC5;Arrete_Reference;421043
AB;Bilan;Semestre;2;2009;AC6;Annee_Reference;98897
AB;Bilan;Semestre;2;2009;AC6;Arrete_Actuel;102203
AB;Bilan;Semestre;2;2009;AC6;Arrete_Reference;98897
AB;Bilan;Semestre;2;2009;AC7;Annee_Reference;33247
AB;Bilan;Semestre;2;2009;AC7;Arrete_Actuel;61251
AB;Bilan;Semestre;2;2009;AC7;Arrete_Reference;33247
AB;Bilan;Semestre;2;2009;ACT;Annee_Reference;3245989
AB;Bilan;Semestre;2;2009;ACT;Arrete_Actuel;4042495
AB;Bilan;Semestre;2;2009;ACT;Arrete_Reference;3245989
AB;Bilan;Semestre;2;2009;CAP;Annee_Reference;304411
AB;Bilan;Semestre;2;2009;CAP;Arrete_Actuel;350914
AB;Bilan;Semestre;2;2009;CAP;Arrete_Reference;304411
AB;Bilan;Semestre;2;2009;CP1;Annee_Reference;85000
AB;Bilan;Semestre;2;2009;CP1;Arrete_Actuel;1,00E+05
AB;Bilan;Semestre;2;2009;CP1;Arrete_Reference;85000
AB;Bilan;Semestre;2;2009;CP2;Annee_Reference;178897
AB;Bilan;Semestre;2;2009;CP2;Arrete_Actuel;205388
AB;Bilan;Semestre;2;2009;CP2;Arrete_Reference;178897
AB;Bilan;Semestre;2;2009;CP3;Annee_Reference;NA
AB;Bilan;Semestre;2;2009;CP3;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2009;CP3;Arrete_Reference;NA
AB;Bilan;Semestre;2;2009;CP4;Annee_Reference;423
AB;Bilan;Semestre;2;2009;CP4;Arrete_Actuel;423
AB;Bilan;Semestre;2;2009;CP4;Arrete_Reference;423
AB;Bilan;Semestre;2;2009;CP5;Annee_Reference;1
AB;Bilan;Semestre;2;2009;CP5;Arrete_Actuel;1
AB;Bilan;Semestre;2;2009;CP5;Arrete_Reference;1
AB;Bilan;Semestre;2;2009;CP6;Annee_Reference;40090
AB;Bilan;Semestre;2;2009;CP6;Arrete_Actuel;45102
AB;Bilan;Semestre;2;2009;CP6;Arrete_Reference;40090
AB;Bilan;Semestre;2;2009;CP7;Annee_Reference;NA
AB;Bilan;Semestre;2;2009;CP7;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2009;CP7;Arrete_Reference;NA
AB;Bilan;Semestre;2;2009;CPP;Annee_Reference;3245989
AB;Bilan;Semestre;2;2009;CPP;Arrete_Actuel;4042495
AB;Bilan;Semestre;2;2009;CPP;Arrete_Reference;3245989
AB;Bilan;Semestre;2;2009;PA1;Annee_Reference;NA
AB;Bilan;Semestre;2;2009;PA1;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2009;PA1;Arrete_Reference;NA
AB;Bilan;Semestre;2;2009;PA2;Annee_Reference;80277
AB;Bilan;Semestre;2;2009;PA2;Arrete_Actuel;250352
AB;Bilan;Semestre;2;2009;PA2;Arrete_Reference;80277
AB;Bilan;Semestre;2;2009;PA3;Annee_Reference;2440681
AB;Bilan;Semestre;2;2009;PA3;Arrete_Actuel;2962197
AB;Bilan;Semestre;2;2009;PA3;Arrete_Reference;2440681
AB;Bilan;Semestre;2;2009;PA4;Annee_Reference;306835
AB;Bilan;Semestre;2;2009;PA4;Arrete_Actuel;374580
AB;Bilan;Semestre;2;2009;PA4;Arrete_Reference;306835
AB;Bilan;Semestre;2;2009;PA5;Annee_Reference;113785
AB;Bilan;Semestre;2;2009;PA5;Arrete_Actuel;104452
AB;Bilan;Semestre;2;2009;PA5;Arrete_Reference;113785
AB;Bilan;Semestre;2;2009;PAS;Annee_Reference;2941578
AB;Bilan;Semestre;2;2009;PAS;Arrete_Actuel;3691581
AB;Bilan;Semestre;2;2009;PAS;Arrete_Reference;2941578
AB;Bilan;Semestre;2;2010;AC1;Annee_Reference;208198
AB;Bilan;Semestre;2;2010;AC1;Arrete_Actuel;185514
AB;Bilan;Semestre;2;2010;AC1;Arrete_Reference;208198
AB;Bilan;Semestre;2;2010;AC2;Annee_Reference;154443
AB;Bilan;Semestre;2;2010;AC2;Arrete_Actuel;173291
AB;Bilan;Semestre;2;2010;AC2;Arrete_Reference;154443
AB;Bilan;Semestre;2;2010;AC3;Annee_Reference;2948141
AB;Bilan;Semestre;2;2010;AC3;Arrete_Actuel;3714109
AB;Bilan;Semestre;2;2010;AC3;Arrete_Reference;2948141
AB;Bilan;Semestre;2;2010;AC4;Annee_Reference;114251
AB;Bilan;Semestre;2;2010;AC4;Arrete_Actuel;144292
AB;Bilan;Semestre;2;2010;AC4;Arrete_Reference;114251
AB;Bilan;Semestre;2;2010;AC5;Annee_Reference;449616
AB;Bilan;Semestre;2;2010;AC5;Arrete_Actuel;433464
AB;Bilan;Semestre;2;2010;AC5;Arrete_Reference;449616
AB;Bilan;Semestre;2;2010;AC6;Annee_Reference;101505
AB;Bilan;Semestre;2;2010;AC6;Arrete_Actuel;101382
AB;Bilan;Semestre;2;2010;AC6;Arrete_Reference;101505
AB;Bilan;Semestre;2;2010;AC7;Annee_Reference;67117
AB;Bilan;Semestre;2;2010;AC7;Arrete_Actuel;54914
AB;Bilan;Semestre;2;2010;AC7;Arrete_Reference;67117
AB;Bilan;Semestre;2;2010;ACT;Annee_Reference;4043271
AB;Bilan;Semestre;2;2010;ACT;Arrete_Actuel;4806966
AB;Bilan;Semestre;2;2010;ACT;Arrete_Reference;4043271
AB;Bilan;Semestre;2;2010;CAP;Annee_Reference;342354
AB;Bilan;Semestre;2;2010;CAP;Arrete_Actuel;391800
AB;Bilan;Semestre;2;2010;CAP;Arrete_Reference;342354
AB;Bilan;Semestre;2;2010;CP1;Annee_Reference;1,00E+05
AB;Bilan;Semestre;2;2010;CP1;Arrete_Actuel;1,00E+05
AB;Bilan;Semestre;2;2010;CP1;Arrete_Reference;1,00E+05
AB;Bilan;Semestre;2;2010;CP2;Annee_Reference;197267
AB;Bilan;Semestre;2;2010;CP2;Arrete_Actuel;229973
AB;Bilan;Semestre;2;2010;CP2;Arrete_Reference;197267
AB;Bilan;Semestre;2;2010;CP3;Annee_Reference;NA
AB;Bilan;Semestre;2;2010;CP3;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2010;CP3;Arrete_Reference;NA
AB;Bilan;Semestre;2;2010;CP4;Annee_Reference;423
AB;Bilan;Semestre;2;2010;CP4;Arrete_Actuel;423
AB;Bilan;Semestre;2;2010;CP4;Arrete_Reference;423
AB;Bilan;Semestre;2;2010;CP5;Annee_Reference;1
AB;Bilan;Semestre;2;2010;CP5;Arrete_Actuel;1
AB;Bilan;Semestre;2;2010;CP5;Arrete_Reference;1
AB;Bilan;Semestre;2;2010;CP6;Annee_Reference;44663
AB;Bilan;Semestre;2;2010;CP6;Arrete_Actuel;61403
AB;Bilan;Semestre;2;2010;CP6;Arrete_Reference;44663
AB;Bilan;Semestre;2;2010;CP7;Annee_Reference;NA
AB;Bilan;Semestre;2;2010;CP7;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2010;CP7;Arrete_Reference;NA
AB;Bilan;Semestre;2;2010;CPP;Annee_Reference;4043271
AB;Bilan;Semestre;2;2010;CPP;Arrete_Actuel;4806966
AB;Bilan;Semestre;2;2010;CPP;Arrete_Reference;4043271
AB;Bilan;Semestre;2;2010;PA1;Annee_Reference;NA
AB;Bilan;Semestre;2;2010;PA1;Arrete_Actuel;85121
AB;Bilan;Semestre;2;2010;PA1;Arrete_Reference;NA
AB;Bilan;Semestre;2;2010;PA2;Annee_Reference;250352
AB;Bilan;Semestre;2;2010;PA2;Arrete_Actuel;223481
AB;Bilan;Semestre;2;2010;PA2;Arrete_Reference;250352
AB;Bilan;Semestre;2;2010;PA3;Annee_Reference;2969066
AB;Bilan;Semestre;2;2010;PA3;Arrete_Actuel;3497715
AB;Bilan;Semestre;2;2010;PA3;Arrete_Reference;2969066
AB;Bilan;Semestre;2;2010;PA4;Annee_Reference;374580
AB;Bilan;Semestre;2;2010;PA4;Arrete_Actuel;489311
AB;Bilan;Semestre;2;2010;PA4;Arrete_Reference;374580
AB;Bilan;Semestre;2;2010;PA5;Annee_Reference;106919
AB;Bilan;Semestre;2;2010;PA5;Arrete_Actuel;119538
AB;Bilan;Semestre;2;2010;PA5;Arrete_Reference;106919
AB;Bilan;Semestre;2;2010;PAS;Annee_Reference;3700917
AB;Bilan;Semestre;2;2010;PAS;Arrete_Actuel;4415166
AB;Bilan;Semestre;2;2010;PAS;Arrete_Reference;3700917
AB;Bilan;Semestre;2;2011;AC1;Annee_Reference;185514
AB;Bilan;Semestre;2;2011;AC1;Arrete_Actuel;150593
AB;Bilan;Semestre;2;2011;AC1;Arrete_Reference;185514
AB;Bilan;Semestre;2;2011;AC2;Annee_Reference;173291
AB;Bilan;Semestre;2;2011;AC2;Arrete_Actuel;263939
AB;Bilan;Semestre;2;2011;AC2;Arrete_Reference;173291
AB;Bilan;Semestre;2;2011;AC3;Annee_Reference;3714109
AB;Bilan;Semestre;2;2011;AC3;Arrete_Actuel;4285124
AB;Bilan;Semestre;2;2011;AC3;Arrete_Reference;3714109
AB;Bilan;Semestre;2;2011;AC4;Annee_Reference;144292
AB;Bilan;Semestre;2;2011;AC4;Arrete_Actuel;210047
AB;Bilan;Semestre;2;2011;AC4;Arrete_Reference;144292
AB;Bilan;Semestre;2;2011;AC5;Annee_Reference;433464
AB;Bilan;Semestre;2;2011;AC5;Arrete_Actuel;443839
AB;Bilan;Semestre;2;2011;AC5;Arrete_Reference;433464
AB;Bilan;Semestre;2;2011;AC6;Annee_Reference;101382
AB;Bilan;Semestre;2;2011;AC6;Arrete_Actuel;107968
AB;Bilan;Semestre;2;2011;AC6;Arrete_Reference;101382
AB;Bilan;Semestre;2;2011;AC7;Annee_Reference;54914
AB;Bilan;Semestre;2;2011;AC7;Arrete_Actuel;54679
AB;Bilan;Semestre;2;2011;AC7;Arrete_Reference;54914
AB;Bilan;Semestre;2;2011;ACT;Annee_Reference;4806966
AB;Bilan;Semestre;2;2011;ACT;Arrete_Actuel;5516189
AB;Bilan;Semestre;2;2011;ACT;Arrete_Reference;4806966
AB;Bilan;Semestre;2;2011;CAP;Annee_Reference;391800
AB;Bilan;Semestre;2;2011;CAP;Arrete_Actuel;442260
AB;Bilan;Semestre;2;2011;CAP;Arrete_Reference;391800
AB;Bilan;Semestre;2;2011;CP1;Annee_Reference;1,00E+05
AB;Bilan;Semestre;2;2011;CP1;Arrete_Actuel;1,00E+05
AB;Bilan;Semestre;2;2011;CP1;Arrete_Reference;1,00E+05
AB;Bilan;Semestre;2;2011;CP2;Annee_Reference;229973
AB;Bilan;Semestre;2;2011;CP2;Arrete_Actuel;277326
AB;Bilan;Semestre;2;2011;CP2;Arrete_Reference;229973
AB;Bilan;Semestre;2;2011;CP3;Annee_Reference;NA
AB;Bilan;Semestre;2;2011;CP3;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2011;CP3;Arrete_Reference;NA
AB;Bilan;Semestre;2;2011;CP4;Annee_Reference;423
AB;Bilan;Semestre;2;2011;CP4;Arrete_Actuel;423
AB;Bilan;Semestre;2;2011;CP4;Arrete_Reference;423
AB;Bilan;Semestre;2;2011;CP5;Annee_Reference;1
AB;Bilan;Semestre;2;2011;CP5;Arrete_Actuel;1
AB;Bilan;Semestre;2;2011;CP5;Arrete_Reference;1
AB;Bilan;Semestre;2;2011;CP6;Annee_Reference;61403
AB;Bilan;Semestre;2;2011;CP6;Arrete_Actuel;64510
AB;Bilan;Semestre;2;2011;CP6;Arrete_Reference;61403
AB;Bilan;Semestre;2;2011;CP7;Annee_Reference;NA
AB;Bilan;Semestre;2;2011;CP7;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2011;CP7;Arrete_Reference;NA
AB;Bilan;Semestre;2;2011;CPP;Annee_Reference;4806966
AB;Bilan;Semestre;2;2011;CPP;Arrete_Actuel;5516189
AB;Bilan;Semestre;2;2011;CPP;Arrete_Reference;4806966
AB;Bilan;Semestre;2;2011;PA1;Annee_Reference;85121
AB;Bilan;Semestre;2;2011;PA1;Arrete_Actuel;576461
AB;Bilan;Semestre;2;2011;PA1;Arrete_Reference;85121
AB;Bilan;Semestre;2;2011;PA2;Annee_Reference;223481
AB;Bilan;Semestre;2;2011;PA2;Arrete_Actuel;151009
AB;Bilan;Semestre;2;2011;PA2;Arrete_Reference;223481
AB;Bilan;Semestre;2;2011;PA3;Annee_Reference;3497715
AB;Bilan;Semestre;2;2011;PA3;Arrete_Actuel;3712487
AB;Bilan;Semestre;2;2011;PA3;Arrete_Reference;3497715
AB;Bilan;Semestre;2;2011;PA4;Annee_Reference;489311
AB;Bilan;Semestre;2;2011;PA4;Arrete_Actuel;581642
AB;Bilan;Semestre;2;2011;PA4;Arrete_Reference;489311
AB;Bilan;Semestre;2;2011;PA5;Annee_Reference;119538
AB;Bilan;Semestre;2;2011;PA5;Arrete_Actuel;52330
AB;Bilan;Semestre;2;2011;PA5;Arrete_Reference;119538
AB;Bilan;Semestre;2;2011;PAS;Annee_Reference;4415166
AB;Bilan;Semestre;2;2011;PAS;Arrete_Actuel;5073929
AB;Bilan;Semestre;2;2011;PAS;Arrete_Reference;4415166
AB;Bilan;Semestre;2;2012;AC1;Annee_Reference;150593
AB;Bilan;Semestre;2;2012;AC1;Arrete_Actuel;349684
AB;Bilan;Semestre;2;2012;AC1;Arrete_Reference;150593
AB;Bilan;Semestre;2;2012;AC2;Annee_Reference;263939
AB;Bilan;Semestre;2;2012;AC2;Arrete_Actuel;267217
AB;Bilan;Semestre;2;2012;AC2;Arrete_Reference;263939
AB;Bilan;Semestre;2;2012;AC3;Annee_Reference;4285124
AB;Bilan;Semestre;2;2012;AC3;Arrete_Actuel;4959713
AB;Bilan;Semestre;2;2012;AC3;Arrete_Reference;4285124
AB;Bilan;Semestre;2;2012;AC4;Annee_Reference;210047
AB;Bilan;Semestre;2;2012;AC4;Arrete_Actuel;290711
AB;Bilan;Semestre;2;2012;AC4;Arrete_Reference;210047
AB;Bilan;Semestre;2;2012;AC5;Annee_Reference;443839
AB;Bilan;Semestre;2;2012;AC5;Arrete_Actuel;499026
AB;Bilan;Semestre;2;2012;AC5;Arrete_Reference;443839
AB;Bilan;Semestre;2;2012;AC6;Annee_Reference;107968
AB;Bilan;Semestre;2;2012;AC6;Arrete_Actuel;107914
AB;Bilan;Semestre;2;2012;AC6;Arrete_Reference;107968
AB;Bilan;Semestre;2;2012;AC7;Annee_Reference;54679
AB;Bilan;Semestre;2;2012;AC7;Arrete_Actuel;92769
AB;Bilan;Semestre;2;2012;AC7;Arrete_Reference;54679
AB;Bilan;Semestre;2;2012;ACT;Annee_Reference;5516189
AB;Bilan;Semestre;2;2012;ACT;Arrete_Actuel;6567034
AB;Bilan;Semestre;2;2012;ACT;Arrete_Reference;5516189
AB;Bilan;Semestre;2;2012;CAP;Annee_Reference;442260
AB;Bilan;Semestre;2;2012;CAP;Arrete_Actuel;486779
AB;Bilan;Semestre;2;2012;CAP;Arrete_Reference;442260
AB;Bilan;Semestre;2;2012;CP1;Annee_Reference;1,00E+05
AB;Bilan;Semestre;2;2012;CP1;Arrete_Actuel;1,00E+05
AB;Bilan;Semestre;2;2012;CP1;Arrete_Reference;1,00E+05
AB;Bilan;Semestre;2;2012;CP2;Annee_Reference;277326
AB;Bilan;Semestre;2;2012;CP2;Arrete_Actuel;327864
AB;Bilan;Semestre;2;2012;CP2;Arrete_Reference;277326
AB;Bilan;Semestre;2;2012;CP3;Annee_Reference;NA
AB;Bilan;Semestre;2;2012;CP3;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2012;CP3;Arrete_Reference;NA
AB;Bilan;Semestre;2;2012;CP4;Annee_Reference;423
AB;Bilan;Semestre;2;2012;CP4;Arrete_Actuel;423
AB;Bilan;Semestre;2;2012;CP4;Arrete_Reference;423
AB;Bilan;Semestre;2;2012;CP5;Annee_Reference;1
AB;Bilan;Semestre;2;2012;CP5;Arrete_Actuel;1
AB;Bilan;Semestre;2;2012;CP5;Arrete_Reference;1
AB;Bilan;Semestre;2;2012;CP6;Annee_Reference;64510
AB;Bilan;Semestre;2;2012;CP6;Arrete_Actuel;58491
AB;Bilan;Semestre;2;2012;CP6;Arrete_Reference;64510
AB;Bilan;Semestre;2;2012;CP7;Annee_Reference;NA
AB;Bilan;Semestre;2;2012;CP7;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2012;CP7;Arrete_Reference;NA
AB;Bilan;Semestre;2;2012;CPP;Annee_Reference;5516189
AB;Bilan;Semestre;2;2012;CPP;Arrete_Actuel;6567034
AB;Bilan;Semestre;2;2012;CPP;Arrete_Reference;5516189
AB;Bilan;Semestre;2;2012;PA1;Annee_Reference;576461
AB;Bilan;Semestre;2;2012;PA1;Arrete_Actuel;552593
AB;Bilan;Semestre;2;2012;PA1;Arrete_Reference;576461
AB;Bilan;Semestre;2;2012;PA2;Annee_Reference;151009
AB;Bilan;Semestre;2;2012;PA2;Arrete_Actuel;214871
AB;Bilan;Semestre;2;2012;PA2;Arrete_Reference;151009
AB;Bilan;Semestre;2;2012;PA3;Annee_Reference;3712487
AB;Bilan;Semestre;2;2012;PA3;Arrete_Actuel;4395112
AB;Bilan;Semestre;2;2012;PA3;Arrete_Reference;3712487
AB;Bilan;Semestre;2;2012;PA4;Annee_Reference;581642
AB;Bilan;Semestre;2;2012;PA4;Arrete_Actuel;730513
AB;Bilan;Semestre;2;2012;PA4;Arrete_Reference;581642
AB;Bilan;Semestre;2;2012;PA5;Annee_Reference;52330
AB;Bilan;Semestre;2;2012;PA5;Arrete_Actuel;187166
AB;Bilan;Semestre;2;2012;PA5;Arrete_Reference;52330
AB;Bilan;Semestre;2;2012;PAS;Annee_Reference;5073929
AB;Bilan;Semestre;2;2012;PAS;Arrete_Actuel;6080255
AB;Bilan;Semestre;2;2012;PAS;Arrete_Reference;5073929
AB;Bilan;Semestre;2;2013;AC1;Annee_Reference;349684
AB;Bilan;Semestre;2;2013;AC1;Arrete_Actuel;318400
AB;Bilan;Semestre;2;2013;AC1;Arrete_Reference;349684
AB;Bilan;Semestre;2;2013;AC2;Annee_Reference;267217
AB;Bilan;Semestre;2;2013;AC2;Arrete_Actuel;228783
AB;Bilan;Semestre;2;2013;AC2;Arrete_Reference;267217
AB;Bilan;Semestre;2;2013;AC3;Annee_Reference;4883301
AB;Bilan;Semestre;2;2013;AC3;Arrete_Actuel;5484548
AB;Bilan;Semestre;2;2013;AC3;Arrete_Reference;4883301
AB;Bilan;Semestre;2;2013;AC4;Annee_Reference;290711
AB;Bilan;Semestre;2;2013;AC4;Arrete_Actuel;435616
