Banque;Indicateur;Terme;Num_Terme;Annee;Rubrique;Information;Montant
AB;Bilan;Semestre;2;2021;AC5;Arrete_Reference;1979064
AB;Bilan;Semestre;2;2021;AC6;Annee_Reference;208163
AB;Bilan;Semestre;2;2021;AC6;Arrete_Actuel;270250
AB;Bilan;Semestre;2;2021;AC6;Arrete_Reference;208163
AB;Bilan;Semestre;2;2021;AC7;Annee_Reference;194124
AB;Bilan;Semestre;2;2021;AC7;Arrete_Actuel;227763
AB;Bilan;Semestre;2;2021;AC7;Arrete_Reference;194124
AB;Bilan;Semestre;2;2021;ACT;Annee_Reference;9177571
AB;Bilan;Semestre;2;2021;ACT;Arrete_Actuel;9543410
AB;Bilan;Semestre;2;2021;ACT;Arrete_Reference;9177571
AB;Bilan;Semestre;2;2021;CAP;Annee_Reference;1113951
AB;Bilan;Semestre;2;2021;CAP;Arrete_Actuel;1186243
AB;Bilan;Semestre;2;2021;CAP;Arrete_Reference;1113951
AB;Bilan;Semestre;2;2021;CP1;Annee_Reference;132405
AB;Bilan;Semestre;2;2021;CP1;Arrete_Actuel;132405
AB;Bilan;Semestre;2;2021;CP1;Arrete_Reference;132405
AB;Bilan;Semestre;2;2021;CP2;Annee_Reference;844373
AB;Bilan;Semestre;2;2021;CP2;Arrete_Actuel;923755
AB;Bilan;Semestre;2;2021;CP2;Arrete_Reference;844373
AB;Bilan;Semestre;2;2021;CP3;Annee_Reference;NA
AB;Bilan;Semestre;2;2021;CP3;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2021;CP3;Arrete_Reference;NA
AB;Bilan;Semestre;2;2021;CP4;Annee_Reference;423
AB;Bilan;Semestre;2;2021;CP4;Arrete_Actuel;423
AB;Bilan;Semestre;2;2021;CP4;Arrete_Reference;423
AB;Bilan;Semestre;2;2021;CP5;Annee_Reference;37091
AB;Bilan;Semestre;2;2021;CP5;Arrete_Actuel;5
AB;Bilan;Semestre;2;2021;CP5;Arrete_Reference;37091
AB;Bilan;Semestre;2;2021;CP6;Annee_Reference;99659
AB;Bilan;Semestre;2;2021;CP6;Arrete_Actuel;129655
AB;Bilan;Semestre;2;2021;CP6;Arrete_Reference;99659
AB;Bilan;Semestre;2;2021;CP7;Annee_Reference;NA
AB;Bilan;Semestre;2;2021;CP7;Arrete_Actuel;NA
AB;Bilan;Semestre;2;2021;CP7;Arrete_Reference;NA
AB;Bilan;Semestre;2;2021;CPP;Annee_Reference;9177571
AB;Bilan;Semestre;2;2021;CPP;Arrete_Actuel;9543410
AB;Bilan;Semestre;2;2021;CPP;Arrete_Reference;9177571
AB;Bilan;Semestre;2;2021;PA1;Annee_Reference;764816
AB;Bilan;Semestre;2;2021;PA1;Arrete_Actuel;595871
AB;Bilan;Semestre;2;2021;PA1;Arrete_Reference;764816
AB;Bilan;Semestre;2;2021;PA2;Annee_Reference;259044
AB;Bilan;Semestre;2;2021;PA2;Arrete_Actuel;258589
AB;Bilan;Semestre;2;2021;PA2;Arrete_Reference;259044
AB;Bilan;Semestre;2;2021;PA3;Annee_Reference;5861002
AB;Bilan;Semestre;2;2021;PA3;Arrete_Actuel;6343825
AB;Bilan;Semestre;2;2021;PA3;Arrete_Reference;5861002
AB;Bilan;Semestre;2;2021;PA4;Annee_Reference;968332
AB;Bilan;Semestre;2;2021;PA4;Arrete_Actuel;926283
AB;Bilan;Semestre;2;2021;PA4;Arrete_Reference;968332
AB;Bilan;Semestre;2;2021;PA5;Annee_Reference;210426
AB;Bilan;Semestre;2;2021;PA5;Arrete_Actuel;232599
AB;Bilan;Semestre;2;2021;PA5;Arrete_Reference;210426
AB;Bilan;Semestre;2;2021;PAS;Annee_Reference;8063620
AB;Bilan;Semestre;2;2021;PAS;Arrete_Actuel;8357167
AB;Bilan;Semestre;2;2021;PAS;Arrete_Reference;8063620
AB;Resultat;Semestre;1;2007;CEB;Annee_Reference;-92160
AB;Resultat;Semestre;1;2007;CEB;Arrete_Actuel;-50659
AB;Resultat;Semestre;1;2007;CEB;Arrete_Reference;-42949
AB;Resultat;Semestre;1;2007;CH1;Annee_Reference;-89686
AB;Resultat;Semestre;1;2007;CH1;Arrete_Actuel;-49598
AB;Resultat;Semestre;1;2007;CH1;Arrete_Reference;-42155
AB;Resultat;Semestre;1;2007;CH11;Annee_Reference;-1693
AB;Resultat;Semestre;1;2007;CH11;Arrete_Actuel;-1850
AB;Resultat;Semestre;1;2007;CH11;Arrete_Reference;-1448
AB;Resultat;Semestre;1;2007;CH2;Annee_Reference;-2474
AB;Resultat;Semestre;1;2007;CH2;Arrete_Actuel;-1061
AB;Resultat;Semestre;1;2007;CH2;Arrete_Reference;-794
AB;Resultat;Semestre;1;2007;CH6;Annee_Reference;-28842
AB;Resultat;Semestre;1;2007;CH6;Arrete_Actuel;-17206
AB;Resultat;Semestre;1;2007;CH6;Arrete_Reference;-14923
AB;Resultat;Semestre;1;2007;CH7;Annee_Reference;-9443
AB;Resultat;Semestre;1;2007;CH7;Arrete_Actuel;-4216
AB;Resultat;Semestre;1;2007;CH7;Arrete_Reference;-4294
AB;Resultat;Semestre;1;2007;CH8;Annee_Reference;-3761
AB;Resultat;Semestre;1;2007;CH8;Arrete_Actuel;-2020
AB;Resultat;Semestre;1;2007;CH8;Arrete_Reference;-1980
AB;Resultat;Semestre;1;2007;ModifC;Annee_Reference;NA
AB;Resultat;Semestre;1;2007;ModifC;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2007;ModifC;Arrete_Reference;NA
AB;Resultat;Semestre;1;2007;PEB;Annee_Reference;190679
AB;Resultat;Semestre;1;2007;PEB;Arrete_Actuel;102821
AB;Resultat;Semestre;1;2007;PEB;Arrete_Reference;91254
AB;Resultat;Semestre;1;2007;PNB;Annee_Reference;98519
AB;Resultat;Semestre;1;2007;PNB;Arrete_Actuel;52162
AB;Resultat;Semestre;1;2007;PNB;Arrete_Reference;48305
AB;Resultat;Semestre;1;2007;PR1;Annee_Reference;142537
AB;Resultat;Semestre;1;2007;PR1;Arrete_Actuel;77038
AB;Resultat;Semestre;1;2007;PR1;Arrete_Reference;67422
AB;Resultat;Semestre;1;2007;PR2;Annee_Reference;23371
AB;Resultat;Semestre;1;2007;PR2;Arrete_Actuel;12159
AB;Resultat;Semestre;1;2007;PR2;Arrete_Reference;11304
AB;Resultat;Semestre;1;2007;PR3;Annee_Reference;8060
AB;Resultat;Semestre;1;2007;PR3;Arrete_Actuel;3645
AB;Resultat;Semestre;1;2007;PR3;Arrete_Reference;3335
AB;Resultat;Semestre;1;2007;PR4;Annee_Reference;16711
AB;Resultat;Semestre;1;2007;PR4;Arrete_Actuel;9979
AB;Resultat;Semestre;1;2007;PR4;Arrete_Reference;9193
AB;Resultat;Semestre;1;2007;PR5_CH4;Annee_Reference;-35501
AB;Resultat;Semestre;1;2007;PR5_CH4;Arrete_Actuel;-17500
AB;Resultat;Semestre;1;2007;PR5_CH4;Arrete_Reference;-17500
AB;Resultat;Semestre;1;2007;PR6_CH5;Annee_Reference;-452
AB;Resultat;Semestre;1;2007;PR6_CH5;Arrete_Actuel;117
AB;Resultat;Semestre;1;2007;PR6_CH5;Arrete_Reference;-104
AB;Resultat;Semestre;1;2007;PR7;Annee_Reference;889
AB;Resultat;Semestre;1;2007;PR7;Arrete_Actuel;566
AB;Resultat;Semestre;1;2007;PR7;Arrete_Reference;405
AB;Resultat;Semestre;1;2007;PR8_CH9;Annee_Reference;149
AB;Resultat;Semestre;1;2007;PR8_CH9;Arrete_Actuel;13
AB;Resultat;Semestre;1;2007;PR8_CH9;Arrete_Reference;111
AB;Resultat;Semestre;1;2007;PR9_CH10;Annee_Reference;NA
AB;Resultat;Semestre;1;2007;PR9_CH10;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2007;PR9_CH10;Arrete_Reference;NA
AB;Resultat;Semestre;1;2007;RAO;Annee_Reference;19865
AB;Resultat;Semestre;1;2007;RAO;Arrete_Actuel;10066
AB;Resultat;Semestre;1;2007;RAO;Arrete_Reference;8572
AB;Resultat;Semestre;1;2007;RE;Annee_Reference;21409
AB;Resultat;Semestre;1;2007;RE;Arrete_Actuel;11903
AB;Resultat;Semestre;1;2007;RE;Arrete_Reference;9909
AB;Resultat;Semestre;1;2007;RNet;Annee_Reference;19865
AB;Resultat;Semestre;1;2007;RNet;Arrete_Actuel;10066
AB;Resultat;Semestre;1;2007;RNet;Arrete_Reference;8572
AB;Resultat;Semestre;1;2007;RNetMC;Annee_Reference;19865
AB;Resultat;Semestre;1;2007;RNetMC;Arrete_Actuel;10066
AB;Resultat;Semestre;1;2007;RNetMC;Arrete_Reference;8572
AB;Resultat;Semestre;1;2008;CEB;Annee_Reference;-106402
AB;Resultat;Semestre;1;2008;CEB;Arrete_Actuel;-62507
AB;Resultat;Semestre;1;2008;CEB;Arrete_Reference;-50659
AB;Resultat;Semestre;1;2008;CH1;Annee_Reference;-103627
AB;Resultat;Semestre;1;2008;CH1;Arrete_Actuel;-61355
AB;Resultat;Semestre;1;2008;CH1;Arrete_Reference;-49598
AB;Resultat;Semestre;1;2008;CH11;Annee_Reference;-4237
AB;Resultat;Semestre;1;2008;CH11;Arrete_Actuel;-3266
AB;Resultat;Semestre;1;2008;CH11;Arrete_Reference;-1850
AB;Resultat;Semestre;1;2008;CH2;Annee_Reference;-2775
AB;Resultat;Semestre;1;2008;CH2;Arrete_Actuel;-1152
AB;Resultat;Semestre;1;2008;CH2;Arrete_Reference;-1061
AB;Resultat;Semestre;1;2008;CH6;Annee_Reference;-32925
AB;Resultat;Semestre;1;2008;CH6;Arrete_Actuel;-15208
AB;Resultat;Semestre;1;2008;CH6;Arrete_Reference;-17206
AB;Resultat;Semestre;1;2008;CH7;Annee_Reference;-9840
AB;Resultat;Semestre;1;2008;CH7;Arrete_Actuel;-4726
AB;Resultat;Semestre;1;2008;CH7;Arrete_Reference;-4216
AB;Resultat;Semestre;1;2008;CH8;Annee_Reference;-4355
AB;Resultat;Semestre;1;2008;CH8;Arrete_Actuel;-2207
AB;Resultat;Semestre;1;2008;CH8;Arrete_Reference;-2020
AB;Resultat;Semestre;1;2008;ModifC;Annee_Reference;NA
AB;Resultat;Semestre;1;2008;ModifC;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2008;ModifC;Arrete_Reference;NA
AB;Resultat;Semestre;1;2008;PEB;Annee_Reference;221323
AB;Resultat;Semestre;1;2008;PEB;Arrete_Actuel;121682
AB;Resultat;Semestre;1;2008;PEB;Arrete_Reference;102821
AB;Resultat;Semestre;1;2008;PNB;Annee_Reference;114921
AB;Resultat;Semestre;1;2008;PNB;Arrete_Actuel;59175
AB;Resultat;Semestre;1;2008;PNB;Arrete_Reference;52162
AB;Resultat;Semestre;1;2008;PR1;Annee_Reference;168075
AB;Resultat;Semestre;1;2008;PR1;Arrete_Actuel;91252
AB;Resultat;Semestre;1;2008;PR1;Arrete_Reference;77038
AB;Resultat;Semestre;1;2008;PR2;Annee_Reference;26480
AB;Resultat;Semestre;1;2008;PR2;Arrete_Actuel;14400
AB;Resultat;Semestre;1;2008;PR2;Arrete_Reference;12159
AB;Resultat;Semestre;1;2008;PR3;Annee_Reference;7878
AB;Resultat;Semestre;1;2008;PR3;Arrete_Actuel;4815
AB;Resultat;Semestre;1;2008;PR3;Arrete_Reference;3645
AB;Resultat;Semestre;1;2008;PR4;Annee_Reference;18890
AB;Resultat;Semestre;1;2008;PR4;Arrete_Actuel;11215
AB;Resultat;Semestre;1;2008;PR4;Arrete_Reference;9979
AB;Resultat;Semestre;1;2008;PR5_CH4;Annee_Reference;-36524
AB;Resultat;Semestre;1;2008;PR5_CH4;Arrete_Actuel;-20001
AB;Resultat;Semestre;1;2008;PR5_CH4;Arrete_Reference;-17500
AB;Resultat;Semestre;1;2008;PR6_CH5;Annee_Reference;699
AB;Resultat;Semestre;1;2008;PR6_CH5;Arrete_Actuel;1553
AB;Resultat;Semestre;1;2008;PR6_CH5;Arrete_Reference;117
AB;Resultat;Semestre;1;2008;PR7;Annee_Reference;1548
AB;Resultat;Semestre;1;2008;PR7;Arrete_Actuel;844
AB;Resultat;Semestre;1;2008;PR7;Arrete_Reference;566
AB;Resultat;Semestre;1;2008;PR8_CH9;Annee_Reference;135
AB;Resultat;Semestre;1;2008;PR8_CH9;Arrete_Actuel;1163
AB;Resultat;Semestre;1;2008;PR8_CH9;Arrete_Reference;13
AB;Resultat;Semestre;1;2008;PR9_CH10;Annee_Reference;NA
AB;Resultat;Semestre;1;2008;PR9_CH10;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2008;PR9_CH10;Arrete_Reference;NA
AB;Resultat;Semestre;1;2008;RAO;Annee_Reference;29421
AB;Resultat;Semestre;1;2008;RAO;Arrete_Actuel;17328
AB;Resultat;Semestre;1;2008;RAO;Arrete_Reference;10066
AB;Resultat;Semestre;1;2008;RE;Annee_Reference;33524
AB;Resultat;Semestre;1;2008;RE;Arrete_Actuel;19430
AB;Resultat;Semestre;1;2008;RE;Arrete_Reference;11903
AB;Resultat;Semestre;1;2008;RNet;Annee_Reference;29421
AB;Resultat;Semestre;1;2008;RNet;Arrete_Actuel;17328
AB;Resultat;Semestre;1;2008;RNet;Arrete_Reference;10066
AB;Resultat;Semestre;1;2008;RNetMC;Annee_Reference;29421
AB;Resultat;Semestre;1;2008;RNetMC;Arrete_Actuel;17328
AB;Resultat;Semestre;1;2008;RNetMC;Arrete_Reference;10066
AB;Resultat;Semestre;1;2009;CEB;Annee_Reference;-126635
AB;Resultat;Semestre;1;2009;CEB;Arrete_Actuel;-63746
AB;Resultat;Semestre;1;2009;CEB;Arrete_Reference;-62507
AB;Resultat;Semestre;1;2009;CH1;Annee_Reference;-123207
AB;Resultat;Semestre;1;2009;CH1;Arrete_Actuel;-61480
AB;Resultat;Semestre;1;2009;CH1;Arrete_Reference;-61355
AB;Resultat;Semestre;1;2009;CH11;Annee_Reference;-5248
AB;Resultat;Semestre;1;2009;CH11;Arrete_Actuel;-4173
AB;Resultat;Semestre;1;2009;CH11;Arrete_Reference;-3266
AB;Resultat;Semestre;1;2009;CH2;Annee_Reference;-3428
AB;Resultat;Semestre;1;2009;CH2;Arrete_Actuel;-2266
AB;Resultat;Semestre;1;2009;CH2;Arrete_Reference;-1152
AB;Resultat;Semestre;1;2009;CH6;Annee_Reference;-31687
AB;Resultat;Semestre;1;2009;CH6;Arrete_Actuel;-17775
AB;Resultat;Semestre;1;2009;CH6;Arrete_Reference;-15208
AB;Resultat;Semestre;1;2009;CH7;Annee_Reference;-10159
AB;Resultat;Semestre;1;2009;CH7;Arrete_Actuel;-5333
AB;Resultat;Semestre;1;2009;CH7;Arrete_Reference;-4726
AB;Resultat;Semestre;1;2009;CH8;Annee_Reference;-4519
AB;Resultat;Semestre;1;2009;CH8;Arrete_Actuel;-2259
AB;Resultat;Semestre;1;2009;CH8;Arrete_Reference;-2207
AB;Resultat;Semestre;1;2009;ModifC;Annee_Reference;NA
AB;Resultat;Semestre;1;2009;ModifC;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2009;ModifC;Arrete_Reference;NA
AB;Resultat;Semestre;1;2009;PEB;Annee_Reference;257297
AB;Resultat;Semestre;1;2009;PEB;Arrete_Actuel;132365
AB;Resultat;Semestre;1;2009;PEB;Arrete_Reference;121682
AB;Resultat;Semestre;1;2009;PNB;Annee_Reference;130662
AB;Resultat;Semestre;1;2009;PNB;Arrete_Actuel;68619
AB;Resultat;Semestre;1;2009;PNB;Arrete_Reference;59175
AB;Resultat;Semestre;1;2009;PR1;Annee_Reference;191760
AB;Resultat;Semestre;1;2009;PR1;Arrete_Actuel;95035
AB;Resultat;Semestre;1;2009;PR1;Arrete_Reference;91252
AB;Resultat;Semestre;1;2009;PR2;Annee_Reference;32249
AB;Resultat;Semestre;1;2009;PR2;Arrete_Actuel;18035
AB;Resultat;Semestre;1;2009;PR2;Arrete_Reference;14400
AB;Resultat;Semestre;1;2009;PR3;Annee_Reference;11522
AB;Resultat;Semestre;1;2009;PR3;Arrete_Actuel;6583
AB;Resultat;Semestre;1;2009;PR3;Arrete_Reference;4815
AB;Resultat;Semestre;1;2009;PR4;Annee_Reference;21766
AB;Resultat;Semestre;1;2009;PR4;Arrete_Actuel;12712
AB;Resultat;Semestre;1;2009;PR4;Arrete_Reference;11215
AB;Resultat;Semestre;1;2009;PR5_CH4;Annee_Reference;-42417
AB;Resultat;Semestre;1;2009;PR5_CH4;Arrete_Actuel;-15809
AB;Resultat;Semestre;1;2009;PR5_CH4;Arrete_Reference;-20001
AB;Resultat;Semestre;1;2009;PR6_CH5;Annee_Reference;2503
AB;Resultat;Semestre;1;2009;PR6_CH5;Arrete_Actuel;-4122
AB;Resultat;Semestre;1;2009;PR6_CH5;Arrete_Reference;1553
AB;Resultat;Semestre;1;2009;PR7;Annee_Reference;1938
AB;Resultat;Semestre;1;2009;PR7;Arrete_Actuel;778
AB;Resultat;Semestre;1;2009;PR7;Arrete_Reference;844
AB;Resultat;Semestre;1;2009;PR8_CH9;Annee_Reference;-983
AB;Resultat;Semestre;1;2009;PR8_CH9;Arrete_Actuel;82
AB;Resultat;Semestre;1;2009;PR8_CH9;Arrete_Reference;1163
AB;Resultat;Semestre;1;2009;PR9_CH10;Annee_Reference;NA
AB;Resultat;Semestre;1;2009;PR9_CH10;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2009;PR9_CH10;Arrete_Reference;NA
AB;Resultat;Semestre;1;2009;RAO;Annee_Reference;40090
AB;Resultat;Semestre;1;2009;RAO;Arrete_Actuel;20008
AB;Resultat;Semestre;1;2009;RAO;Arrete_Reference;17328
AB;Resultat;Semestre;1;2009;RE;Annee_Reference;46321
AB;Resultat;Semestre;1;2009;RE;Arrete_Actuel;24099
AB;Resultat;Semestre;1;2009;RE;Arrete_Reference;19430
AB;Resultat;Semestre;1;2009;RNet;Annee_Reference;40090
AB;Resultat;Semestre;1;2009;RNet;Arrete_Actuel;20008
AB;Resultat;Semestre;1;2009;RNet;Arrete_Reference;17328
AB;Resultat;Semestre;1;2009;RNetMC;Annee_Reference;40090
AB;Resultat;Semestre;1;2009;RNetMC;Arrete_Actuel;20008
AB;Resultat;Semestre;1;2009;RNetMC;Arrete_Reference;17328
AB;Resultat;Semestre;1;2010;CEB;Annee_Reference;-132063
AB;Resultat;Semestre;1;2010;CEB;Arrete_Actuel;-73830
AB;Resultat;Semestre;1;2010;CEB;Arrete_Reference;-63746
AB;Resultat;Semestre;1;2010;CH1;Annee_Reference;-127719
AB;Resultat;Semestre;1;2010;CH1;Arrete_Actuel;-71772
AB;Resultat;Semestre;1;2010;CH1;Arrete_Reference;-61480
AB;Resultat;Semestre;1;2010;CH11;Annee_Reference;-8056
AB;Resultat;Semestre;1;2010;CH11;Arrete_Actuel;-3436
AB;Resultat;Semestre;1;2010;CH11;Arrete_Reference;-4173
AB;Resultat;Semestre;1;2010;CH2;Annee_Reference;-4344
AB;Resultat;Semestre;1;2010;CH2;Arrete_Actuel;-2058
AB;Resultat;Semestre;1;2010;CH2;Arrete_Reference;-2266
AB;Resultat;Semestre;1;2010;CH6;Annee_Reference;-36374
AB;Resultat;Semestre;1;2010;CH6;Arrete_Actuel;-21065
AB;Resultat;Semestre;1;2010;CH6;Arrete_Reference;-17775
AB;Resultat;Semestre;1;2010;CH7;Annee_Reference;-11361
AB;Resultat;Semestre;1;2010;CH7;Arrete_Actuel;-5582
AB;Resultat;Semestre;1;2010;CH7;Arrete_Reference;-5333
AB;Resultat;Semestre;1;2010;CH8;Annee_Reference;-4534
AB;Resultat;Semestre;1;2010;CH8;Arrete_Actuel;-2466
AB;Resultat;Semestre;1;2010;CH8;Arrete_Reference;-2259
AB;Resultat;Semestre;1;2010;ModifC;Annee_Reference;NA
AB;Resultat;Semestre;1;2010;ModifC;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2010;ModifC;Arrete_Reference;NA
AB;Resultat;Semestre;1;2010;PEB;Annee_Reference;272636
AB;Resultat;Semestre;1;2010;PEB;Arrete_Actuel;154690
AB;Resultat;Semestre;1;2010;PEB;Arrete_Reference;132365
AB;Resultat;Semestre;1;2010;PNB;Annee_Reference;140573
AB;Resultat;Semestre;1;2010;PNB;Arrete_Actuel;80860
AB;Resultat;Semestre;1;2010;PNB;Arrete_Reference;68619
AB;Resultat;Semestre;1;2010;PR1;Annee_Reference;199414
AB;Resultat;Semestre;1;2010;PR1;Arrete_Actuel;112672
AB;Resultat;Semestre;1;2010;PR1;Arrete_Reference;95035
AB;Resultat;Semestre;1;2010;PR2;Annee_Reference;37827
AB;Resultat;Semestre;1;2010;PR2;Arrete_Actuel;21434
AB;Resultat;Semestre;1;2010;PR2;Arrete_Reference;18035
AB;Resultat;Semestre;1;2010;PR3;Annee_Reference;13895
AB;Resultat;Semestre;1;2010;PR3;Arrete_Actuel;10069
AB;Resultat;Semestre;1;2010;PR3;Arrete_Reference;6583
AB;Resultat;Semestre;1;2010;PR4;Annee_Reference;21500
AB;Resultat;Semestre;1;2010;PR4;Arrete_Actuel;10515
AB;Resultat;Semestre;1;2010;PR4;Arrete_Reference;12712
AB;Resultat;Semestre;1;2010;PR5_CH4;Annee_Reference;-33639
AB;Resultat;Semestre;1;2010;PR5_CH4;Arrete_Actuel;-20905
AB;Resultat;Semestre;1;2010;PR5_CH4;Arrete_Reference;-15809
AB;Resultat;Semestre;1;2010;PR6_CH5;Annee_Reference;-3148
AB;Resultat;Semestre;1;2010;PR6_CH5;Arrete_Actuel;-552
AB;Resultat;Semestre;1;2010;PR6_CH5;Arrete_Reference;-4122
AB;Resultat;Semestre;1;2010;PR7;Annee_Reference;1614
AB;Resultat;Semestre;1;2010;PR7;Arrete_Actuel;846
AB;Resultat;Semestre;1;2010;PR7;Arrete_Reference;778
AB;Resultat;Semestre;1;2010;PR8_CH9;Annee_Reference;27
AB;Resultat;Semestre;1;2010;PR8_CH9;Arrete_Actuel;-22
AB;Resultat;Semestre;1;2010;PR8_CH9;Arrete_Reference;82
AB;Resultat;Semestre;1;2010;PR9_CH10;Annee_Reference;NA
AB;Resultat;Semestre;1;2010;PR9_CH10;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2010;PR9_CH10;Arrete_Reference;NA
AB;Resultat;Semestre;1;2010;RAO;Annee_Reference;45102
AB;Resultat;Semestre;1;2010;RAO;Arrete_Actuel;27678
AB;Resultat;Semestre;1;2010;RAO;Arrete_Reference;20008
AB;Resultat;Semestre;1;2010;RE;Annee_Reference;53131
AB;Resultat;Semestre;1;2010;RE;Arrete_Actuel;31136
AB;Resultat;Semestre;1;2010;RE;Arrete_Reference;24099
AB;Resultat;Semestre;1;2010;RNet;Annee_Reference;45102
AB;Resultat;Semestre;1;2010;RNet;Arrete_Actuel;27678
AB;Resultat;Semestre;1;2010;RNet;Arrete_Reference;20008
AB;Resultat;Semestre;1;2010;RNetMC;Annee_Reference;45102
AB;Resultat;Semestre;1;2010;RNetMC;Arrete_Actuel;27678
AB;Resultat;Semestre;1;2010;RNetMC;Arrete_Reference;20008
AB;Resultat;Semestre;1;2011;CEB;Annee_Reference;-160506
AB;Resultat;Semestre;1;2011;CEB;Arrete_Actuel;-87952
AB;Resultat;Semestre;1;2011;CEB;Arrete_Reference;-73700
AB;Resultat;Semestre;1;2011;CH1;Annee_Reference;-155854
AB;Resultat;Semestre;1;2011;CH1;Arrete_Actuel;-86084
AB;Resultat;Semestre;1;2011;CH1;Arrete_Reference;-71772
AB;Resultat;Semestre;1;2011;CH11;Annee_Reference;-12784
AB;Resultat;Semestre;1;2011;CH11;Arrete_Actuel;-3580
AB;Resultat;Semestre;1;2011;CH11;Arrete_Reference;-3436
AB;Resultat;Semestre;1;2011;CH2;Annee_Reference;-4652
AB;Resultat;Semestre;1;2011;CH2;Arrete_Actuel;-1868
AB;Resultat;Semestre;1;2011;CH2;Arrete_Reference;-1928
AB;Resultat;Semestre;1;2011;CH6;Annee_Reference;-40640
AB;Resultat;Semestre;1;2011;CH6;Arrete_Actuel;-25674
AB;Resultat;Semestre;1;2011;CH6;Arrete_Reference;-19943
AB;Resultat;Semestre;1;2011;CH7;Annee_Reference;-11713
AB;Resultat;Semestre;1;2011;CH7;Arrete_Actuel;-5152
AB;Resultat;Semestre;1;2011;CH7;Arrete_Reference;-5582
AB;Resultat;Semestre;1;2011;CH8;Annee_Reference;-5001
AB;Resultat;Semestre;1;2011;CH8;Arrete_Actuel;-2269
AB;Resultat;Semestre;1;2011;CH8;Arrete_Reference;-2489
AB;Resultat;Semestre;1;2011;ModifC;Annee_Reference;-8560
AB;Resultat;Semestre;1;2011;ModifC;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2011;ModifC;Arrete_Reference;-8560
AB;Resultat;Semestre;1;2011;PEB;Annee_Reference;330840
AB;Resultat;Semestre;1;2011;PEB;Arrete_Actuel;175280
AB;Resultat;Semestre;1;2011;PEB;Arrete_Reference;155819
AB;Resultat;Semestre;1;2011;PNB;Annee_Reference;170334
AB;Resultat;Semestre;1;2011;PNB;Arrete_Actuel;87328
AB;Resultat;Semestre;1;2011;PNB;Arrete_Reference;82119
AB;Resultat;Semestre;1;2011;PR1;Annee_Reference;245421
AB;Resultat;Semestre;1;2011;PR1;Arrete_Actuel;134058
AB;Resultat;Semestre;1;2011;PR1;Arrete_Reference;112672
AB;Resultat;Semestre;1;2011;PR2;Annee_Reference;44807
AB;Resultat;Semestre;1;2011;PR2;Arrete_Actuel;19286
AB;Resultat;Semestre;1;2011;PR2;Arrete_Reference;21434
AB;Resultat;Semestre;1;2011;PR3;Annee_Reference;17805
AB;Resultat;Semestre;1;2011;PR3;Arrete_Actuel;8224
AB;Resultat;Semestre;1;2011;PR3;Arrete_Reference;7902
AB;Resultat;Semestre;1;2011;PR4;Annee_Reference;22807
AB;Resultat;Semestre;1;2011;PR4;Arrete_Actuel;13712
AB;Resultat;Semestre;1;2011;PR4;Arrete_Reference;13811
AB;Resultat;Semestre;1;2011;PR5_CH4;Annee_Reference;-42312
AB;Resultat;Semestre;1;2011;PR5_CH4;Arrete_Actuel;-20145
AB;Resultat;Semestre;1;2011;PR5_CH4;Arrete_Reference;-20905
AB;Resultat;Semestre;1;2011;PR6_CH5;Annee_Reference;-1327
AB;Resultat;Semestre;1;2011;PR6_CH5;Arrete_Actuel;-713
AB;Resultat;Semestre;1;2011;PR6_CH5;Arrete_Reference;-1006
AB;Resultat;Semestre;1;2011;PR7;Annee_Reference;1751
AB;Resultat;Semestre;1;2011;PR7;Arrete_Actuel;798
AB;Resultat;Semestre;1;2011;PR7;Arrete_Reference;866
AB;Resultat;Semestre;1;2011;PR8_CH9;Annee_Reference;3095
AB;Resultat;Semestre;1;2011;PR8_CH9;Arrete_Actuel;225
AB;Resultat;Semestre;1;2011;PR8_CH9;Arrete_Reference;-22
AB;Resultat;Semestre;1;2011;PR9_CH10;Annee_Reference;NA
AB;Resultat;Semestre;1;2011;PR9_CH10;Arrete_Actuel;NA
AB;Resultat;Semestre;1;2011;PR9_CH10;Arrete_Reference;NA
AB;Resultat;Semestre;1;2011;RAO;Annee_Reference;61403
AB;Resultat;Semestre;1;2011;RAO;Arrete_Actuel;30818
AB;Resultat;Semestre;1;2011;RAO;Arrete_Reference;29602
AB;Resultat;Semestre;1;2011;RE;Annee_Reference;71092
AB;Resultat;Semestre;1;2011;RE;Arrete_Actuel;34173
AB;Resultat;Semestre;1;2011;RE;Arrete_Reference;33060
AB;Resultat;Semestre;1;2011;RNet;Annee_Reference;61403
AB;Resultat;Semestre;1;2011;RNet;Arrete_Actuel;30818
AB;Resultat;Semestre;1;2011;RNet;Arrete_Reference;29603
AB;Resultat;Semestre;1;2011;RNetMC;Annee_Reference;52843
AB;Resultat;Semestre;1;2011;RNetMC;Arrete_Actuel;30818
